"","Plot","Height1","Height2"
"210","ST19:3218",NA,NA
"211","ST19:3219",NA,NA
"212","ST19:3220",NA,NA
"213","ST19:3221",NA,NA
"214","ST19:3222",NA,NA
"215","ST19:3223",NA,NA
"216","ST19:3224",NA,NA
"217","ST19:3225",NA,NA
"218","ST19:3226",NA,NA
"219","ST19:3227",NA,NA
"220","ST19:3228",NA,NA
"221","ST19:3229",NA,NA
"222","ST19:3230",NA,NA
"223","ST19:3231",NA,NA
"224","ST19:3232",NA,NA
"225","ST19:3233",NA,NA
"226","ST19:3234",NA,NA
"227","ST19:3235",NA,NA
"228","ST19:3236",NA,NA
"229","ST19:3237",NA,NA
"230","ST19:3238",NA,NA
"231","ST19:3239",NA,NA
"232","ST19:3240",NA,NA
"233","ST19:3241",NA,NA
"234","ST19:3242",NA,NA
"235","ST19:3243",NA,NA
"236","ST19:3244",NA,NA
"237","ST19:3245",NA,NA
"238","ST19:3246",NA,NA
"239","ST19:3247",NA,NA
"240","ST19:3248",NA,NA
