"","Plot","Height1","Height2"
"76","ST19:2104",176.5,83
"77","ST19:2105",164.5,183
"78","ST19:2106",168.5,191.5
"79","ST19:2107",184.5,169.5
"80","ST19:2108",159.5,128.5
"81","ST19:2109",186.5,188
"82","ST19:2110",185.5,181.5
"83","ST19:2111",178,162.5
"84","ST19:2112",185,150.5
"85","ST19:2113",172.5,178.5
"86","ST19:2114",163.5,180.5
"87","ST19:2115",167.5,136
"88","ST19:2116",165.5,161.5
"89","ST19:2117",164,184.5
"90","ST19:2118",148.5,165
"91","ST19:2119",204.5,177
"92","ST19:2120",188.5,178
"93","ST19:2121",171.5,146.5
"94","ST19:2122",168,171
"95","ST19:2123",165,163.5
"96","ST19:2124",141.5,155.5
"97","ST19:2125",162,149
"98","ST19:2126",176.5,196.5
"99","ST19:2127",200.5,190.5
"100","ST19:2128",150,148
"101","ST19:2129",186,162.5
"102","ST19:2130",184.5,160
"103","ST19:2131",181,139
"104","ST19:2132",190,188
"105","ST19:2133",153.5,143
"106","ST19:2134",187,187.5
"107","ST19:2135",162.5,160
"108","ST19:2136",195,172.5
"109","ST19:2201",NA,NA
"110","ST19:2202",NA,NA
"111","ST19:2203",NA,NA
"112","ST19:2204",NA,NA
"113","ST19:2205",NA,NA
"114","ST19:2206",NA,NA
"115","ST19:2207",NA,NA
"116","ST19:2208",NA,NA
"117","ST19:2209",NA,NA
"118","ST19:2210",NA,NA
"119","ST19:2211",NA,NA
"120","ST19:2212",NA,NA
"121","ST19:2213",NA,NA
"122","ST19:2214",NA,NA
"123","ST19:2215",NA,NA
"124","ST19:2216",NA,NA
"125","ST19:2217",NA,NA
"126","ST19:2218",NA,NA
"127","ST19:2219",NA,NA
"128","ST19:2220",NA,NA
"129","ST19:2221",NA,NA
"130","ST19:2222",NA,NA
"131","ST19:2223",NA,NA
"132","ST19:2224",NA,NA
"133","ST19:2225",NA,NA
"134","ST19:2226",NA,NA
"135","ST19:2227",NA,NA
"136","ST19:2228",NA,NA
"137","ST19:2229",NA,NA
"138","ST19:2230",NA,NA
"139","ST19:2231",NA,NA
"140","ST19:2232",NA,NA
"141","ST19:2233",NA,NA
"142","ST19:2234",NA,NA
"143","ST19:2235",NA,NA
"144","ST19:2236",NA,NA
"145","ST19:3101",176.5,166.5
"146","ST19:3102",147.5,147.5
"147","ST19:3103",141.5,148.5
"148","ST19:3104",142.5,142
"149","ST19:3105",140,134
"150","ST19:3106",165,78.5
"151","ST19:3107",176,191
"152","ST19:3108",140.5,153
"153","ST19:3109",162.5,152.5
"154","ST19:3110",140,125
"155","ST19:3111",132.5,130
"156","ST19:3112",161,168
"157","ST19:3113",156,155
"158","ST19:3114",157,139.5
"159","ST19:3115",134.5,129.5
"160","ST19:3116",154,162.5
"161","ST19:3117",123.5,135.5
"162","ST19:3118",135.5,83
"163","ST19:3119",188,182.5
"164","ST19:3120",190.5,158.5
"165","ST19:3121",136.5,138
"166","ST19:3122",169.5,142
"167","ST19:3123",137.5,145
"168","ST19:3124",134.5,143
"169","ST19:3125",155,147.5
"170","ST19:3126",131.5,127
"171","ST19:3127",168.5,156.5
"172","ST19:3128",198,175
"173","ST19:3129",209,165
"174","ST19:3130",170,166
"175","ST19:3131",156.5,158.5
"176","ST19:3132",135,132
"177","ST19:3133",201.5,191
"178","ST19:3134",162,159.5
"179","ST19:3135",190,184.5
"180","ST19:3136",125.5,112.5
"181","ST19:3137",136.5,138.5
"182","ST19:3138",146,157.5
"183","ST19:3139",193,205
"184","ST19:3140",165.5,172.5
"185","ST19:3141",191.5,165
"186","ST19:3142",183,187.5
"187","ST19:3143",188.5,165
"188","ST19:3144",178,188
"189","ST19:3145",138.5,139.5
"190","ST19:3146",173.5,171
"191","ST19:3147",126.5,121
"192","ST19:3148",188.5,187
"193","ST19:3201",149,158
"194","ST19:3202",190,167.5
"195","ST19:3203",144.5,143
"196","ST19:3204",164,181.5
"197","ST19:3205",123,140
"198","ST19:3206",167.5,131
"199","ST19:3207",141.5,131.5
"200","ST19:3208",138.5,141.5
"201","ST19:3209",127.5,136
"202","ST19:3210",140.5,141
"203","ST19:3211",171.5,106.5
"204","ST19:3212",142,142
"205","ST19:3213",155,139
"206","ST19:3214",163.5,168.5
"207","ST19:3215",173,167
"208","ST19:3216",160,177.5
"209","ST19:3217",170.5,179
"210","ST19:3218",135,178
"211","ST19:3219",155,188
"212","ST19:3220",150.5,144
"213","ST19:3221",175,174
"214","ST19:3222",132,135
"215","ST19:3223",115,135
"216","ST19:3224",127.5,142.5
"217","ST19:3225",180,181
"218","ST19:3226",148,161.5
"219","ST19:3227",142.5,135
"220","ST19:3228",152,158.5
"221","ST19:3229",140.5,150
"222","ST19:3230",170.5,171
"223","ST19:3231",133,129.5
"224","ST19:3232",147,141.5
"225","ST19:3233",155.5,162.5
"226","ST19:3234",183.5,171
"227","ST19:3235",179,196
"228","ST19:3236",142,155
"229","ST19:3237",197.5,163.5
"230","ST19:3238",178.5,153
"231","ST19:3239",154,172.5
"232","ST19:3240",171,161
"233","ST19:3241",132.5,142.5
"234","ST19:3242",131.5,139
"235","ST19:3243",128,132
"236","ST19:3244",124,141
"237","ST19:3245",102.5,189
"238","ST19:3246",114,160
"239","ST19:3247",132.5,146
"240","ST19:3248",156.5,151
