Fields,BoundingBox,X,Y,id,left,top,right,bottom
11,"[-93.1745254711669,44.9929625466216;-93.1744474711669,44.9929695466216]","[-93.1745254711669,-93.1744474711669,-93.1744474711669,-93.1745254711669,-93.1745254711669,NaN]","[44.9929695466216,44.9929695466216,44.9929625466216,44.9929625466216,44.9929695466216,NaN]",11,-93.17460394,44.99299536,-93.17452594,44.99298836
12,"[-93.1745246762235,44.9929557737483;-93.1744466762235,44.9929627737483]","[-93.1745246762235,-93.1744466762235,-93.1744466762235,-93.1745246762235,-93.1745246762235,NaN]","[44.9929627737483,44.9929627737483,44.9929557737483,44.9929557737483,44.9929627737483,NaN]",12,-93.17460394,44.99298836,-93.17452594,44.99298136
13,"[-93.1745270610537,44.9929490008750;-93.1744490610537,44.9929560008750]","[-93.1745270610537,-93.1744490610537,-93.1744490610537,-93.1745270610537,-93.1745270610537,NaN]","[44.9929560008750,44.9929560008750,44.9929490008750,44.9929490008750,44.9929560008750,NaN]",13,-93.17460394,44.99298136,-93.17452594,44.99297436
14,"[-93.1745281966872,44.9929420008750;-93.1744501966872,44.9929490008750]","[-93.1745281966872,-93.1744501966872,-93.1744501966872,-93.1745281966872,-93.1745281966872,NaN]","[44.9929490008750,44.9929490008750,44.9929420008750,44.9929420008750,44.9929490008750,NaN]",14,-93.17460394,44.99297436,-93.17452594,44.99296736
15,"[-93.1745266068003,44.9929353415650;-93.1744486068003,44.9929423415650]","[-93.1745266068003,-93.1744486068003,-93.1744486068003,-93.1745266068003,-93.1745266068003,NaN]","[44.9929423415650,44.9929423415650,44.9929353415650,44.9929353415650,44.9929423415650,NaN]",15,-93.17460394,44.99296736,-93.17452594,44.99296036
16,"[-93.1745243355334,44.9929284551283;-93.1744463355334,44.9929354551283]","[-93.1745243355334,-93.1744463355334,-93.1744463355334,-93.1745243355334,-93.1745243355334,NaN]","[44.9929354551283,44.9929354551283,44.9929284551283,44.9929284551283,44.9929354551283,NaN]",16,-93.17460394,44.99296036,-93.17452594,44.99295336
17,"[-93.1745261525470,44.9929216822550;-93.1744481525470,44.9929286822550]","[-93.1745261525470,-93.1744481525470,-93.1744481525470,-93.1745261525470,-93.1745261525470,NaN]","[44.9929286822550,44.9929286822550,44.9929216822550,44.9929216822550,44.9929286822550,NaN]",17,-93.17460394,44.99295336,-93.17452594,44.99294636
18,"[-93.1745262661103,44.9929147958184;-93.1744482661103,44.9929217958184]","[-93.1745262661103,-93.1744482661103,-93.1744482661103,-93.1745262661103,-93.1745262661103,NaN]","[44.9929217958184,44.9929217958184,44.9929147958184,44.9929147958184,44.9929217958184,NaN]",18,-93.17460394,44.99294636,-93.17452594,44.99293936
19,"[-93.1745220642665,44.9929080229451;-93.1744440642665,44.9929150229451]","[-93.1745220642665,-93.1744440642665,-93.1744440642665,-93.1745220642665,-93.1745220642665,NaN]","[44.9929150229451,44.9929150229451,44.9929080229451,44.9929080229451,44.9929150229451,NaN]",19,-93.17460394,44.99293936,-93.17452594,44.99293236
20,"[-93.1745220642665,44.9929015907618;-93.1744440642665,44.9929085907618]","[-93.1745220642665,-93.1744440642665,-93.1744440642665,-93.1745220642665,-93.1745220642665,NaN]","[44.9929085907618,44.9929085907618,44.9929015907618,44.9929015907618,44.9929085907618,NaN]",20,-93.17460394,44.99293236,-93.17452594,44.99292536
21,"[-93.1745276288705,44.9928947043252;-93.1744496288705,44.9929017043252]","[-93.1745276288705,-93.1744496288705,-93.1744496288705,-93.1745276288705,-93.1745276288705,NaN]","[44.9929017043252,44.9929017043252,44.9928947043252,44.9928947043252,44.9929017043252,NaN]",21,-93.17460394,44.99292536,-93.17452594,44.99291836
22,"[-93.1745284238139,44.9928877043252;-93.1744504238139,44.9928947043252]","[-93.1745284238139,-93.1744504238139,-93.1744504238139,-93.1745284238139,-93.1745284238139,NaN]","[44.9928947043252,44.9928947043252,44.9928877043252,44.9928877043252,44.9928947043252,NaN]",22,-93.17460394,44.99291836,-93.17452594,44.99291136
23,"[-93.1745259254203,44.9928805907618;-93.1744479254203,44.9928875907618]","[-93.1745259254203,-93.1744479254203,-93.1744479254203,-93.1745259254203,-93.1745259254203,NaN]","[44.9928875907618,44.9928875907618,44.9928805907618,44.9928805907618,44.9928875907618,NaN]",23,-93.17460394,44.99291136,-93.17452594,44.99290436
24,"[-93.1745251304768,44.9928733636351;-93.1744471304768,44.9928803636351]","[-93.1745251304768,-93.1744471304768,-93.1744471304768,-93.1745251304768,-93.1745251304768,NaN]","[44.9928803636351,44.9928803636351,44.9928733636351,44.9928733636351,44.9928803636351,NaN]",24,-93.17460394,44.99290436,-93.17452594,44.99289736
25,"[-93.1745318307143,44.9928663636351;-93.1744538307143,44.9928733636351]","[-93.1745318307143,-93.1744538307143,-93.1744538307143,-93.1745318307143,-93.1745318307143,NaN]","[44.9928733636351,44.9928733636351,44.9928663636351,44.9928663636351,44.9928733636351,NaN]",25,-93.17460394,44.99289736,-93.17452594,44.99289036
26,"[-93.1745314900242,44.9928594771985;-93.1744534900242,44.9928664771985]","[-93.1745314900242,-93.1744534900242,-93.1744534900242,-93.1745314900242,-93.1745314900242,NaN]","[44.9928664771985,44.9928664771985,44.9928594771985,44.9928594771985,44.9928664771985,NaN]",26,-93.17460394,44.99289036,-93.17452594,44.99288336
27,"[-93.1745258118569,44.9928523636351;-93.1744478118569,44.9928593636351]","[-93.1745258118569,-93.1744478118569,-93.1744478118569,-93.1745258118569,-93.1745258118569,NaN]","[44.9928593636351,44.9928593636351,44.9928523636351,44.9928523636351,44.9928593636351,NaN]",27,-93.17460394,44.99288336,-93.17452594,44.99287636
28,"[-93.1745244490968,44.9928457043252;-93.1744464490968,44.9928527043252]","[-93.1745244490968,-93.1744464490968,-93.1744464490968,-93.1745244490968,-93.1745244490968,NaN]","[44.9928527043252,44.9928527043252,44.9928457043252,44.9928457043252,44.9928527043252,NaN]",28,-93.17460394,44.99287636,-93.17452594,44.99286936
29,"[-93.1745289916306,44.9928384771985;-93.1744509916306,44.9928454771985]","[-93.1745289916306,-93.1744509916306,-93.1744509916306,-93.1745289916306,-93.1745289916306,NaN]","[44.9928454771985,44.9928454771985,44.9928384771985,44.9928384771985,44.9928454771985,NaN]",29,-93.17460394,44.99286936,-93.17452594,44.99286236
30,"[-93.1745277424338,44.9928312500718;-93.1744497424338,44.9928382500718]","[-93.1745277424338,-93.1744497424338,-93.1744497424338,-93.1745277424338,-93.1745277424338,NaN]","[44.9928382500718,44.9928382500718,44.9928312500718,44.9928312500718,44.9928382500718,NaN]",30,-93.17460394,44.99286236,-93.17452594,44.99285536
31,"[-93.1745237677167,44.9928241365084;-93.1744457677167,44.9928311365084]","[-93.1745237677167,-93.1744457677167,-93.1744457677167,-93.1745237677167,-93.1745237677167,NaN]","[44.9928311365084,44.9928311365084,44.9928241365084,44.9928241365084,44.9928311365084,NaN]",31,-93.17460394,44.99285536,-93.17452594,44.99284836
32,"[-93.1745249033502,44.9928171365084;-93.1744469033501,44.9928241365084]","[-93.1745249033502,-93.1744469033501,-93.1744469033501,-93.1745249033502,-93.1745249033502,NaN]","[44.9928241365084,44.9928241365084,44.9928171365084,44.9928171365084,44.9928241365084,NaN]",32,-93.17460394,44.99284836,-93.17452594,44.99284136
33,"[-93.1745318307143,44.9928100229451;-93.1744538307143,44.9928170229451]","[-93.1745318307143,-93.1744538307143,-93.1744538307143,-93.1745318307143,-93.1745318307143,NaN]","[44.9928170229451,44.9928170229451,44.9928100229451,44.9928100229451,44.9928170229451,NaN]",33,-93.17460394,44.99284136,-93.17452594,44.99283436
34,"[-93.1745274017438,44.9928029093817;-93.1744494017438,44.9928099093817]","[-93.1745274017438,-93.1744494017438,-93.1744494017438,-93.1745274017438,-93.1745274017438,NaN]","[44.9928099093817,44.9928099093817,44.9928029093817,44.9928029093817,44.9928099093817,NaN]",34,-93.17460394,44.99283436,-93.17452594,44.99282736
35,"[-93.1745249033502,44.9927957958184;-93.1744469033501,44.9928027958184]","[-93.1745249033502,-93.1744469033501,-93.1744469033501,-93.1745249033502,-93.1745249033502,NaN]","[44.9928027958184,44.9928027958184,44.9927957958184,44.9927957958184,44.9928027958184,NaN]",35,-93.17460394,44.99282736,-93.17452594,44.99282036
36,"[-93.1745254711669,44.9927887958184;-93.1744474711669,44.9927957958184]","[-93.1745254711669,-93.1744474711669,-93.1744474711669,-93.1745254711669,-93.1745254711669,NaN]","[44.9927957958184,44.9927957958184,44.9927887958184,44.9927887958184,44.9927957958184,NaN]",36,-93.17460394,44.99282036,-93.17452594,44.99281336
37,"[-93.1745286509406,44.9927820229451;-93.1744506509406,44.9927890229451]","[-93.1745286509406,-93.1744506509406,-93.1744506509406,-93.1745286509406,-93.1745286509406,NaN]","[44.9927890229451,44.9927890229451,44.9927820229451,44.9927820229451,44.9927890229451,NaN]",37,-93.17460394,44.99281336,-93.17452594,44.99280636
38,"[-93.1745283102505,44.9927749093817;-93.1744503102505,44.9927819093817]","[-93.1745283102505,-93.1744503102505,-93.1744503102505,-93.1745283102505,-93.1745283102505,NaN]","[44.9927819093817,44.9927819093817,44.9927749093817,44.9927749093817,44.9927819093817,NaN]",38,-93.17460394,44.99280636,-93.17452594,44.99279936
39,"[-93.1745271746171,44.9927679093817;-93.1744491746171,44.9927749093817]","[-93.1745271746171,-93.1744491746171,-93.1744491746171,-93.1745271746171,-93.1745271746171,NaN]","[44.9927749093817,44.9927749093817,44.9927679093817,44.9927679093817,44.9927749093817,NaN]",39,-93.17460394,44.99279936,-93.17452594,44.99279236
40,"[-93.1745246762235,44.9927610229451;-93.1744466762235,44.9927680229451]","[-93.1745246762235,-93.1744466762235,-93.1744466762235,-93.1745246762235,-93.1745246762235,NaN]","[44.9927680229451,44.9927680229451,44.9927610229451,44.9927610229451,44.9927680229451,NaN]",40,-93.17460394,44.99279236,-93.17452594,44.99278536
41,"[-93.1745283102505,44.9927541365084;-93.1744503102505,44.9927611365084]","[-93.1745283102505,-93.1744503102505,-93.1744503102505,-93.1745283102505,-93.1745283102505,NaN]","[44.9927611365084,44.9927611365084,44.9927541365084,44.9927541365084,44.9927611365084,NaN]",41,-93.17460394,44.99278536,-93.17452594,44.99277836
42,"[-93.1745284238139,44.9927471365084;-93.1744504238139,44.9927541365084]","[-93.1745284238139,-93.1744504238139,-93.1744504238139,-93.1745284238139,-93.1745284238139,NaN]","[44.9927541365084,44.9927541365084,44.9927471365084,44.9927471365084,44.9927541365084,NaN]",42,-93.17460394,44.99277836,-93.17452594,44.99277136
43,"[-93.1745250169135,44.9927401365084;-93.1744470169135,44.9927471365084]","[-93.1745250169135,-93.1744470169135,-93.1744470169135,-93.1745250169135,-93.1745250169135,NaN]","[44.9927471365084,44.9927471365084,44.9927401365084,44.9927401365084,44.9927471365084,NaN]",43,-93.17460394,44.99277136,-93.17452594,44.99276436
44,"[-93.1745251304768,44.9927330229451;-93.1744471304768,44.9927400229451]","[-93.1745251304768,-93.1744471304768,-93.1744471304768,-93.1745251304768,-93.1745251304768,NaN]","[44.9927400229451,44.9927400229451,44.9927330229451,44.9927330229451,44.9927400229451,NaN]",44,-93.17460394,44.99276436,-93.17452594,44.99275736
45,"[-93.1745289916306,44.9927259093817;-93.1744509916306,44.9927329093817]","[-93.1745289916306,-93.1744509916306,-93.1744509916306,-93.1745289916306,-93.1745289916306,NaN]","[44.9927329093817,44.9927329093817,44.9927259093817,44.9927259093817,44.9927329093817,NaN]",45,-93.17460394,44.99275736,-93.17452594,44.99275036
46,"[-93.1745295594473,44.9927191365084;-93.1744515594473,44.9927261365084]","[-93.1745295594473,-93.1744515594473,-93.1744515594473,-93.1745295594473,-93.1745295594473,NaN]","[44.9927261365084,44.9927261365084,44.9927191365084,44.9927191365084,44.9927261365084,NaN]",46,-93.17460394,44.99275036,-93.17452594,44.99274336
47,"[-93.1745287645039,44.9927120229451;-93.1744507645039,44.9927190229451]","[-93.1745287645039,-93.1744507645039,-93.1744507645039,-93.1745287645039,-93.1745287645039,NaN]","[44.9927190229451,44.9927190229451,44.9927120229451,44.9927120229451,44.9927190229451,NaN]",47,-93.17460394,44.99274336,-93.17452594,44.99273636
48,"[-93.1745289916306,44.9927054771985;-93.1744509916306,44.9927124771985]","[-93.1745289916306,-93.1744509916306,-93.1744509916306,-93.1745289916306,-93.1745289916306,NaN]","[44.9927124771985,44.9927124771985,44.9927054771985,44.9927054771985,44.9927124771985,NaN]",48,-93.17460394,44.99273636,-93.17452594,44.99272936
49,"[-93.1744524679541,44.9930308431714;-93.1743744679541,44.9930378431714]","[-93.1744524679541,-93.1743744679541,-93.1743744679541,-93.1744524679541,-93.1744524679541,NaN]","[44.9930378431714,44.9930378431714,44.9930308431714,44.9930308431714,44.9930378431714,NaN]",61,-93.17452594,44.99306536,-93.17444794,44.99305836
50,"[-93.1744514458840,44.9930238431714;-93.1743734458840,44.9930308431714]","[-93.1744514458840,-93.1743734458840,-93.1743734458840,-93.1744514458840,-93.1744514458840,NaN]","[44.9930308431714,44.9930308431714,44.9930238431714,44.9930238431714,44.9930308431714,NaN]",62,-93.17452594,44.99305836,-93.17444794,44.99305136
51,"[-93.1744507645039,44.9930169567347;-93.1743727645039,44.9930239567347]","[-93.1744507645039,-93.1743727645039,-93.1743727645039,-93.1744507645039,-93.1744507645039,NaN]","[44.9930239567347,44.9930239567347,44.9930169567347,44.9930169567347,44.9930239567347,NaN]",63,-93.17452594,44.99305136,-93.17444794,44.99304436
52,"[-93.1744497424338,44.9930099567347;-93.1743717424338,44.9930169567347]","[-93.1744497424338,-93.1743717424338,-93.1743717424338,-93.1744497424338,-93.1744497424338,NaN]","[44.9930169567347,44.9930169567347,44.9930099567347,44.9930099567347,44.9930169567347,NaN]",64,-93.17452594,44.99304436,-93.17444794,44.99303736
53,"[-93.1744498559971,44.9930031838614;-93.1743718559971,44.9930101838614]","[-93.1744498559971,-93.1743718559971,-93.1743718559971,-93.1744498559971,-93.1744498559971,NaN]","[44.9930101838614,44.9930101838614,44.9930031838614,44.9930031838614,44.9930101838614,NaN]",65,-93.17452594,44.99303736,-93.17444794,44.99303036
54,"[-93.1744512187573,44.9929960702981;-93.1743732187573,44.9930030702981]","[-93.1744512187573,-93.1743732187573,-93.1743732187573,-93.1744512187573,-93.1744512187573,NaN]","[44.9930030702981,44.9930030702981,44.9929960702981,44.9929960702981,44.9930030702981,NaN]",66,-93.17452594,44.99303036,-93.17444794,44.99302336
55,"[-93.1744507645039,44.9929896381148;-93.1743727645039,44.9929966381148]","[-93.1744507645039,-93.1743727645039,-93.1743727645039,-93.1744507645039,-93.1744507645039,NaN]","[44.9929966381148,44.9929966381148,44.9929896381148,44.9929896381148,44.9929966381148,NaN]",67,-93.17452594,44.99302336,-93.17444794,44.99301636
56,"[-93.1744498559972,44.9929829788048;-93.1743718559972,44.9929899788048]","[-93.1744498559972,-93.1743718559972,-93.1743718559972,-93.1744498559972,-93.1744498559972,NaN]","[44.9929899788048,44.9929899788048,44.9929829788048,44.9929829788048,44.9929899788048,NaN]",68,-93.17452594,44.99301636,-93.17444794,44.99300936
57,"[-93.1744508780673,44.9929758652415;-93.1743728780673,44.9929828652415]","[-93.1744508780673,-93.1743728780673,-93.1743728780673,-93.1744508780673,-93.1744508780673,NaN]","[44.9929828652415,44.9929828652415,44.9929758652415,44.9929758652415,44.9929828652415,NaN]",69,-93.17452594,44.99300936,-93.17444794,44.99300236
58,"[-93.1744506509406,44.9929696601849;-93.1743726509406,44.9929766601849]","[-93.1744506509406,-93.1743726509406,-93.1743726509406,-93.1744506509406,-93.1744506509406,NaN]","[44.9929766601849,44.9929766601849,44.9929696601849,44.9929696601849,44.9929766601849,NaN]",70,-93.17452594,44.99300236,-93.17444794,44.99299536
59,"[-93.1744501966872,44.9929627737483;-93.1743721966872,44.9929697737483]","[-93.1744501966872,-93.1743721966872,-93.1743721966872,-93.1744501966872,-93.1744501966872,NaN]","[44.9929697737483,44.9929697737483,44.9929627737483,44.9929627737483,44.9929697737483,NaN]",71,-93.17452594,44.99299536,-93.17444794,44.99298836
60,"[-93.1744497424338,44.9929560008750;-93.1743717424338,44.9929630008750]","[-93.1744497424338,-93.1743717424338,-93.1743717424338,-93.1744497424338,-93.1744497424338,NaN]","[44.9929630008750,44.9929630008750,44.9929560008750,44.9929560008750,44.9929630008750,NaN]",72,-93.17452594,44.99298836,-93.17444794,44.99298136
61,"[-93.1744503102505,44.9929488873116;-93.1743723102505,44.9929558873116]","[-93.1744503102505,-93.1743723102505,-93.1743723102505,-93.1744503102505,-93.1744503102505,NaN]","[44.9929558873116,44.9929558873116,44.9929488873116,44.9929488873116,44.9929558873116,NaN]",73,-93.17452594,44.99298136,-93.17444794,44.99297436
62,"[-93.1744507645039,44.9929416601849;-93.1743727645039,44.9929486601849]","[-93.1744507645039,-93.1743727645039,-93.1743727645039,-93.1744507645039,-93.1744507645039,NaN]","[44.9929486601849,44.9929486601849,44.9929416601849,44.9929416601849,44.9929486601849,NaN]",74,-93.17452594,44.99297436,-93.17444794,44.99296736
63,"[-93.1744494017438,44.9929347737483;-93.1743714017438,44.9929417737483]","[-93.1744494017438,-93.1743714017438,-93.1743714017438,-93.1744494017438,-93.1744494017438,NaN]","[44.9929417737483,44.9929417737483,44.9929347737483,44.9929347737483,44.9929417737483,NaN]",75,-93.17452594,44.99296736,-93.17444794,44.99296036
64,"[-93.1744499695605,44.9929283415650;-93.1743719695605,44.9929353415650]","[-93.1744499695605,-93.1743719695605,-93.1743719695605,-93.1744499695605,-93.1744499695605,NaN]","[44.9929353415650,44.9929353415650,44.9929283415650,44.9929283415650,44.9929353415650,NaN]",76,-93.17452594,44.99296036,-93.17444794,44.99295336
65,"[-93.1744496288705,44.9929217958184;-93.1743716288705,44.9929287958184]","[-93.1744496288705,-93.1743716288705,-93.1743716288705,-93.1744496288705,-93.1744496288705,NaN]","[44.9929287958184,44.9929287958184,44.9929217958184,44.9929217958184,44.9929287958184,NaN]",77,-93.17452594,44.99295336,-93.17444794,44.99294636
66,"[-93.1744491746171,44.9929149093817;-93.1743711746171,44.9929219093817]","[-93.1744491746171,-93.1743711746171,-93.1743711746171,-93.1744491746171,-93.1744491746171,NaN]","[44.9929219093817,44.9929219093817,44.9929149093817,44.9929149093817,44.9929219093817,NaN]",78,-93.17452594,44.99294636,-93.17444794,44.99293936
67,"[-93.1744487203637,44.9929090450152;-93.1743707203637,44.9929160450152]","[-93.1744487203637,-93.1743707203637,-93.1743707203637,-93.1744487203637,-93.1744487203637,NaN]","[44.9929160450152,44.9929160450152,44.9929090450152,44.9929090450152,44.9929160450152,NaN]",79,-93.17452594,44.99293936,-93.17444794,44.99293236
68,"[-93.1744479254203,44.9929022721419;-93.1743699254203,44.9929092721419]","[-93.1744479254203,-93.1743699254203,-93.1743699254203,-93.1744479254203,-93.1744479254203,NaN]","[44.9929092721419,44.9929092721419,44.9929022721419,44.9929022721419,44.9929092721419,NaN]",80,-93.17452594,44.99293236,-93.17444794,44.99292536
69,"[-93.1744521272641,44.9928948178885;-93.1743741272641,44.9929018178885]","[-93.1744521272641,-93.1743741272641,-93.1743741272641,-93.1744521272641,-93.1744521272641,NaN]","[44.9929018178885,44.9929018178885,44.9928948178885,44.9928948178885,44.9929018178885,NaN]",81,-93.17452594,44.99292536,-93.17444794,44.99291836
70,"[-93.1744520137007,44.9928877043252;-93.1743740137007,44.9928947043251]","[-93.1744520137007,-93.1743740137007,-93.1743740137007,-93.1744520137007,-93.1744520137007,NaN]","[44.9928947043251,44.9928947043251,44.9928877043252,44.9928877043252,44.9928947043251,NaN]",82,-93.17452594,44.99291836,-93.17444794,44.99291136
71,"[-93.1744511051940,44.9928808178885;-93.1743731051940,44.9928878178885]","[-93.1744511051940,-93.1743731051940,-93.1743731051940,-93.1744511051940,-93.1744511051940,NaN]","[44.9928878178885,44.9928878178885,44.9928808178885,44.9928808178885,44.9928878178885,NaN]",83,-93.17452594,44.99291136,-93.17444794,44.99290436
72,"[-93.1744514458840,44.9928734771985;-93.1743734458840,44.9928804771985]","[-93.1744514458840,-93.1743734458840,-93.1743734458840,-93.1744514458840,-93.1744514458840,NaN]","[44.9928804771985,44.9928804771985,44.9928734771985,44.9928734771985,44.9928804771985,NaN]",84,-93.17452594,44.99290436,-93.17444794,44.99289736
73,"[-93.1744534900242,44.9928667043251;-93.1743754900242,44.9928737043251]","[-93.1744534900242,-93.1743754900242,-93.1743754900242,-93.1744534900242,-93.1744534900242,NaN]","[44.9928737043251,44.9928737043251,44.9928667043251,44.9928667043251,44.9928737043251,NaN]",85,-93.17452594,44.99289736,-93.17444794,44.99289036
74,"[-93.1744539442776,44.9928597043252;-93.1743759442776,44.9928667043251]","[-93.1744539442776,-93.1743759442776,-93.1743759442776,-93.1744539442776,-93.1744539442776,NaN]","[44.9928667043251,44.9928667043251,44.9928597043252,44.9928597043252,44.9928667043251,NaN]",86,-93.17452594,44.99289036,-93.17444794,44.99288336
75,"[-93.1744494017438,44.9928529314518;-93.1743714017438,44.9928599314518]","[-93.1744494017438,-93.1743714017438,-93.1743714017438,-93.1744494017438,-93.1744494017438,NaN]","[44.9928599314518,44.9928599314518,44.9928529314518,44.9928529314518,44.9928599314518,NaN]",87,-93.17452594,44.99288336,-93.17444794,44.99287636
76,"[-93.1744507645039,44.9928455907618;-93.1743727645039,44.9928525907618]","[-93.1744507645039,-93.1743727645039,-93.1743727645039,-93.1744507645039,-93.1744507645039,NaN]","[44.9928525907618,44.9928525907618,44.9928455907618,44.9928455907618,44.9928525907618,NaN]",88,-93.17452594,44.99287636,-93.17444794,44.99286936
77,"[-93.1744511051940,44.9928382500718;-93.1743731051940,44.9928452500718]","[-93.1744511051940,-93.1743731051940,-93.1743731051940,-93.1744511051940,-93.1744511051940,NaN]","[44.9928452500718,44.9928452500718,44.9928382500718,44.9928382500718,44.9928452500718,NaN]",89,-93.17452594,44.99286936,-93.17444794,44.99286236
78,"[-93.1744508780673,44.9928307958184;-93.1743728780673,44.9928377958184]","[-93.1744508780673,-93.1743728780673,-93.1743728780673,-93.1744508780673,-93.1744508780673,NaN]","[44.9928377958184,44.9928377958184,44.9928307958184,44.9928307958184,44.9928377958184,NaN]",90,-93.17452594,44.99286236,-93.17444794,44.99285536
79,"[-93.1744496288705,44.9928244771985;-93.1743716288705,44.9928314771985]","[-93.1744496288705,-93.1743716288705,-93.1743716288705,-93.1744496288705,-93.1744496288705,NaN]","[44.9928314771985,44.9928314771985,44.9928244771985,44.9928244771985,44.9928314771985,NaN]",91,-93.17452594,44.99285536,-93.17444794,44.99284836
80,"[-93.1744466762235,44.9928174771985;-93.1743686762235,44.9928244771985]","[-93.1744466762235,-93.1743686762235,-93.1743686762235,-93.1744466762235,-93.1744466762235,NaN]","[44.9928244771985,44.9928244771985,44.9928174771985,44.9928174771985,44.9928244771985,NaN]",92,-93.17452594,44.99284836,-93.17444794,44.99284136
81,"[-93.1744531493342,44.9928105907618;-93.1743751493342,44.9928175907618]","[-93.1744531493342,-93.1743751493342,-93.1743751493342,-93.1744531493342,-93.1744531493342,NaN]","[44.9928175907618,44.9928175907618,44.9928105907618,44.9928105907618,44.9928175907618,NaN]",93,-93.17452594,44.99284136,-93.17444794,44.99283436
82,"[-93.1744503102505,44.9928035907618;-93.1743723102505,44.9928105907618]","[-93.1744503102505,-93.1743723102505,-93.1743723102505,-93.1744503102505,-93.1744503102505,NaN]","[44.9928105907618,44.9928105907618,44.9928035907618,44.9928035907618,44.9928105907618,NaN]",94,-93.17452594,44.99283436,-93.17444794,44.99282736
83,"[-93.1744476982936,44.9927961365084;-93.1743696982936,44.9928031365084]","[-93.1744476982936,-93.1743696982936,-93.1743696982936,-93.1744476982936,-93.1744476982936,NaN]","[44.9928031365084,44.9928031365084,44.9927961365084,44.9927961365084,44.9928031365084,NaN]",95,-93.17452594,44.99282736,-93.17444794,44.99282036
84,"[-93.1744478118569,44.9927889093817;-93.1743698118569,44.9927959093817]","[-93.1744478118569,-93.1743698118569,-93.1743698118569,-93.1744478118569,-93.1744478118569,NaN]","[44.9927959093817,44.9927959093817,44.9927889093817,44.9927889093817,44.9927959093817,NaN]",96,-93.17452594,44.99282036,-93.17444794,44.99281336
85,"[-93.1744520137007,44.9927820229451;-93.1743740137007,44.9927890229451]","[-93.1744520137007,-93.1743740137007,-93.1743740137007,-93.1744520137007,-93.1744520137007,NaN]","[44.9927890229451,44.9927890229451,44.9927820229451,44.9927820229451,44.9927890229451,NaN]",97,-93.17452594,44.99281336,-93.17444794,44.99280636
