"","Plot","Height1"
"1","ST18:1101",33
"2","ST18:1102",26
"3","ST18:1103",32
"4","ST18:1104",37
"5","ST18:1105",35
"6","ST18:1106",33
"7","ST18:1107",38
"8","ST18:1108",35
"9","ST18:1109",36
"10","ST18:1110",36
"11","ST18:1111",38
"12","ST18:1112",39
"13","ST18:1113",37
"14","ST18:1114",34
"15","ST18:1115",38
"16","ST18:1116",35
"17","ST18:1117",35
"18","ST18:1118",36
"19","ST18:1119",38
"20","ST18:1120",35
"21","ST18:1121",43
"22","ST18:1122",30
"23","ST18:1123",36
"24","ST18:1124",32
"25","ST18:1125",36
"26","ST18:1126",32
"27","ST18:1127",35
"28","ST18:1128",38
"29","ST18:1129",37
"30","ST18:1130",43
"31","ST18:1131",36
"32","ST18:1132",32
"33","ST18:1133",42
"34","ST18:1134",35
"35","ST18:1135",34
"36","ST18:1136",36
"37","ST18:1201",34
"38","ST18:1202",41
"39","ST18:1203",37
"40","ST18:1204",31
"41","ST18:1205",34
"42","ST18:1206",33
"43","ST18:1207",35
"44","ST18:1208",35
"45","ST18:1209",34
"46","ST18:1210",36
"47","ST18:1211",35
"48","ST18:1212",32
"49","ST18:1213",36
"50","ST18:1214",30
"51","ST18:1215",32
"52","ST18:1216",33
"53","ST18:1217",35
"54","ST18:1218",40
"55","ST18:1219",34
"56","ST18:1220",33
"57","ST18:1221",37
"58","ST18:1222",35
"59","ST18:1223",35
"60","ST18:1224",30
"61","ST18:1225",37
"62","ST18:1226",38
"63","ST18:1227",34
"64","ST18:1228",35
"65","ST18:1229",39
"66","ST18:1230",34
"67","ST18:1231",35
"68","ST18:1232",38
"69","ST18:1233",37
"70","ST18:1234",32
"71","ST18:1235",37
"72","ST18:1236",33
"73","ST18:2101",0
"74","ST18:2102",0
"75","ST18:2103",0
"76","ST18:2104",0
"77","ST18:2105",0
"78","ST18:2106",0
"79","ST18:2107",0
"80","ST18:2108",0
"81","ST18:2109",0
"82","ST18:2110",0
"83","ST18:2111",0
"84","ST18:2112",0
"85","ST18:2113",0
"86","ST18:2114",0
"87","ST18:2115",0
"88","ST18:2116",0
"89","ST18:2117",0
"90","ST18:2118",0
"91","ST18:2119",0
"92","ST18:2120",0
"93","ST18:2121",0
"94","ST18:2122",0
"95","ST18:2123",0
"96","ST18:2124",0
"97","ST18:2125",0
"98","ST18:2126",0
"99","ST18:2127",0
"100","ST18:2128",0
"101","ST18:2129",0
"102","ST18:2130",0
"103","ST18:2131",0
"104","ST18:2132",0
"105","ST18:2133",0
"106","ST18:2134",0
"107","ST18:2135",0
"108","ST18:2136",0
"109","ST18:2201",0
"110","ST18:2202",0
"111","ST18:2203",0
"112","ST18:2204",0
"113","ST18:2205",0
"114","ST18:2206",0
"115","ST18:2207",0
"116","ST18:2208",0
"117","ST18:2209",0
"118","ST18:2210",0
"119","ST18:2211",0
"120","ST18:2212",0
"121","ST18:2213",0
"122","ST18:2214",0
"123","ST18:2215",0
"124","ST18:2216",0
"125","ST18:2217",0
"126","ST18:2218",0
"127","ST18:2219",0
"128","ST18:2220",0
"129","ST18:2221",0
"130","ST18:2222",0
"131","ST18:2223",0
"132","ST18:2224",0
"133","ST18:2225",0
"134","ST18:2226",0
"135","ST18:2227",0
"136","ST18:2228",0
"137","ST18:2229",0
"138","ST18:2230",0
"139","ST18:2231",0
"140","ST18:2232",0
"141","ST18:2233",0
"142","ST18:2234",0
"143","ST18:2235",0
"144","ST18:2236",0
