Fields,BoundingBox,X,Y,id,left,top,right,bottom
1,"[-93.1754413326073,44.9930276354737;-93.1753663326073,44.9930336354737]","[-93.1754413326073,-93.1753663326073,-93.1753663326073,-93.1754413326073,-93.1754413326073,NaN]","[44.9930336354737,44.9930336354737,44.9930276354737,44.9930276354737,44.9930336354737,NaN]",1,-93.17552654,44.99304667,-93.17545154,44.99304067
2,"[-93.1754417491994,44.9930208022895;-93.1753667491994,44.9930268022895]","[-93.1754417491994,-93.1753667491994,-93.1753667491994,-93.1754417491994,-93.1754417491994,NaN]","[44.9930268022895,44.9930268022895,44.9930208022895,44.9930208022895,44.9930268022895,NaN]",2,-93.17552654,44.99304067,-93.17545154,44.99303467
3,"[-93.1754415409033,44.9930143856974;-93.1753665409033,44.9930203856974]","[-93.1754415409033,-93.1753665409033,-93.1753665409033,-93.1754415409033,-93.1754415409033,NaN]","[44.9930203856974,44.9930203856974,44.9930143856974,44.9930143856974,44.9930203856974,NaN]",3,-93.17552654,44.99303467,-93.17545154,44.99302867
4,"[-93.1754421657915,44.9930081774014;-93.1753671657915,44.9930141774014]","[-93.1754421657915,-93.1753671657915,-93.1753671657915,-93.1754421657915,-93.1754421657915,NaN]","[44.9930141774014,44.9930141774014,44.9930081774014,44.9930081774014,44.9930141774014,NaN]",4,-93.17552654,44.99302867,-93.17545154,44.99302267
5,"[-93.1754423740875,44.9930011359212;-93.1753673740875,44.9930071359212]","[-93.1754423740875,-93.1753673740875,-93.1753673740875,-93.1754423740875,-93.1754423740875,NaN]","[44.9930071359212,44.9930071359212,44.9930011359212,44.9930011359212,44.9930071359212,NaN]",5,-93.17552654,44.99302267,-93.17545154,44.99301667
6,"[-93.1754429989756,44.9929943027370;-93.1753679989756,44.9930003027370]","[-93.1754429989756,-93.1753679989756,-93.1753679989756,-93.1754429989756,-93.1754429989756,NaN]","[44.9930003027370,44.9930003027370,44.9929943027370,44.9929943027370,44.9930003027370,NaN]",6,-93.17552654,44.99301667,-93.17545154,44.99301067
7,"[-93.1754421657915,44.9929870529608;-93.1753671657915,44.9929930529608]","[-93.1754421657915,-93.1753671657915,-93.1753671657915,-93.1754421657915,-93.1754421657915,NaN]","[44.9929930529608,44.9929930529608,44.9929870529608,44.9929870529608,44.9929930529608,NaN]",7,-93.17552654,44.99301067,-93.17545154,44.99300467
8,"[-93.1754415409033,44.9929802197766;-93.1753665409033,44.9929862197766]","[-93.1754415409033,-93.1753665409033,-93.1753665409033,-93.1754415409033,-93.1754415409033,NaN]","[44.9929862197766,44.9929862197766,44.9929802197766,44.9929802197766,44.9929862197766,NaN]",8,-93.17552654,44.99300467,-93.17545154,44.99299867
9,"[-93.1754423740875,44.9929731782964;-93.1753673740875,44.9929791782964]","[-93.1754423740875,-93.1753673740875,-93.1753673740875,-93.1754423740875,-93.1754423740875,NaN]","[44.9929791782964,44.9929791782964,44.9929731782964,44.9929731782964,44.9929791782964,NaN]",9,-93.17552654,44.99299867,-93.17545154,44.99299267
10,"[-93.1754429989756,44.9929669700004;-93.1753679989756,44.9929729700004]","[-93.1754429989756,-93.1753679989756,-93.1753679989756,-93.1754429989756,-93.1754429989756,NaN]","[44.9929729700004,44.9929729700004,44.9929669700004,44.9929669700004,44.9929729700004,NaN]",10,-93.17552654,44.99299267,-93.17545154,44.99298667
11,"[-93.1754415409033,44.9929603451123;-93.1753665409033,44.9929663451123]","[-93.1754415409033,-93.1753665409033,-93.1753665409033,-93.1754415409033,-93.1754415409033,NaN]","[44.9929663451123,44.9929663451123,44.9929603451123,44.9929603451123,44.9929663451123,NaN]",11,-93.17552654,44.99298667,-93.17545154,44.99298067
