Fields,BoundingBox,X,Y,id,left,top,right,bottom
12,"[-93.1754423740875,44.9929535119281;-93.1753673740875,44.9929595119281]","[-93.1754423740875,-93.1753673740875,-93.1753673740875,-93.1754423740875,-93.1754423740875,NaN]","[44.9929595119281,44.9929595119281,44.9929535119281,44.9929535119281,44.9929595119281,NaN]",12,-93.17552654,44.99298067,-93.17545154,44.99297467
13,"[-93.1754444570479,44.9929456372637;-93.1753694570479,44.9929516372637]","[-93.1754444570479,-93.1753694570479,-93.1753694570479,-93.1754444570479,-93.1754444570479,NaN]","[44.9929516372637,44.9929516372637,44.9929456372637,44.9929456372637,44.9929516372637,NaN]",13,-93.17552654,44.99297467,-93.17545154,44.99296867
14,"[-93.1754423740875,44.9929390123756;-93.1753673740875,44.9929450123756]","[-93.1754423740875,-93.1753673740875,-93.1753673740875,-93.1754423740875,-93.1754423740875,NaN]","[44.9929450123756,44.9929450123756,44.9929390123756,44.9929390123756,44.9929450123756,NaN]",14,-93.17552654,44.99296867,-93.17545154,44.99296267
15,"[-93.1754411243113,44.9929323874875;-93.1753661243113,44.9929383874875]","[-93.1754411243113,-93.1753661243113,-93.1753661243113,-93.1754411243113,-93.1754411243113,NaN]","[44.9929383874875,44.9929383874875,44.9929323874875,44.9929323874875,44.9929383874875,NaN]",15,-93.17552654,44.99296267,-93.17545154,44.99295667
16,"[-93.1754379998706,44.9929261791914;-93.1753629998706,44.9929321791914]","[-93.1754379998706,-93.1753629998706,-93.1753629998706,-93.1754379998706,-93.1754379998706,NaN]","[44.9929321791914,44.9929321791914,44.9929261791914,44.9929261791914,44.9929321791914,NaN]",16,-93.17552654,44.99295667,-93.17545154,44.99295067
17,"[-93.1754415409033,44.9929187211192;-93.1753665409033,44.9929247211192]","[-93.1754415409033,-93.1753665409033,-93.1753665409033,-93.1754415409033,-93.1754415409033,NaN]","[44.9929247211192,44.9929247211192,44.9929187211192,44.9929187211192,44.9929247211192,NaN]",17,-93.17552654,44.99295067,-93.17545154,44.99294467
18,"[-93.1754407077192,44.9929120962310;-93.1753657077192,44.9929180962310]","[-93.1754407077192,-93.1753657077192,-93.1753657077192,-93.1754407077192,-93.1754407077192,NaN]","[44.9929180962310,44.9929180962310,44.9929120962310,44.9929120962310,44.9929180962310,NaN]",18,-93.17552654,44.99294467,-93.17545154,44.99293867
19,"[-93.1754375832786,44.9929063045271;-93.1753625832786,44.9929123045271]","[-93.1754375832786,-93.1753625832786,-93.1753625832786,-93.1754375832786,-93.1754375832786,NaN]","[44.9929123045271,44.9929123045271,44.9929063045271,44.9929063045271,44.9929123045271,NaN]",19,-93.17552654,44.99293867,-93.17545154,44.99293267
20,"[-93.1754379998706,44.9928986381587;-93.1753629998706,44.9929046381587]","[-93.1754379998706,-93.1753629998706,-93.1753629998706,-93.1754379998706,-93.1754379998706,NaN]","[44.9929046381587,44.9929046381587,44.9928986381587,44.9928986381587,44.9929046381587,NaN]",20,-93.17552654,44.99293267,-93.17545154,44.99292667
21,"[-93.1754398745350,44.9928920132706;-93.1753648745350,44.9928980132706]","[-93.1754398745350,-93.1753648745350,-93.1753648745350,-93.1754398745350,-93.1754398745350,NaN]","[44.9928980132706,44.9928980132706,44.9928920132706,44.9928920132706,44.9928980132706,NaN]",21,-93.17552654,44.99292667,-93.17545154,44.99292067
22,"[-93.1754384164627,44.9928847634944;-93.1753634164627,44.9928907634944]","[-93.1754384164627,-93.1753634164627,-93.1753634164627,-93.1754384164627,-93.1754384164627,NaN]","[44.9928907634944,44.9928907634944,44.9928847634944,44.9928847634944,44.9928907634944,NaN]",22,-93.17552654,44.99292067,-93.17545154,44.99291467
23,"[-93.1754377915746,44.9928781386063;-93.1753627915746,44.9928841386063]","[-93.1754377915746,-93.1753627915746,-93.1753627915746,-93.1754377915746,-93.1754377915746,NaN]","[44.9928841386063,44.9928841386063,44.9928781386063,44.9928781386063,44.9928841386063,NaN]",23,-93.17552654,44.99291467,-93.17545154,44.99290867
24,"[-93.1754394579429,44.9928715137181;-93.1753644579429,44.9928775137181]","[-93.1754394579429,-93.1753644579429,-93.1753644579429,-93.1754394579429,-93.1754394579429,NaN]","[44.9928775137181,44.9928775137181,44.9928715137181,44.9928715137181,44.9928775137181,NaN]",24,-93.17552654,44.99290867,-93.17545154,44.99290267
25,"[-93.1754386247588,44.9928646805340;-93.1753636247588,44.9928706805340]","[-93.1754386247588,-93.1753636247588,-93.1753636247588,-93.1754386247588,-93.1754386247588,NaN]","[44.9928706805340,44.9928706805340,44.9928646805340,44.9928646805340,44.9928706805340,NaN]",25,-93.17552654,44.99290267,-93.17545154,44.99289667
26,"[-93.1754413326073,44.9928572224617;-93.1753663326073,44.9928632224617]","[-93.1754413326073,-93.1753663326073,-93.1753663326073,-93.1754413326073,-93.1754413326073,NaN]","[44.9928632224617,44.9928632224617,44.9928572224617,44.9928572224617,44.9928632224617,NaN]",26,-93.17552654,44.99289667,-93.17545154,44.99289067
27,"[-93.1754396662390,44.9928505975736;-93.1753646662390,44.9928565975736]","[-93.1754396662390,-93.1753646662390,-93.1753646662390,-93.1754396662390,-93.1754396662390,NaN]","[44.9928565975736,44.9928565975736,44.9928505975736,44.9928505975736,44.9928565975736,NaN]",27,-93.17552654,44.99289067,-93.17545154,44.99288467
28,"[-93.1754377915746,44.9928440247595;-93.1753627915746,44.9928500247595]","[-93.1754377915746,-93.1753627915746,-93.1753627915746,-93.1754377915746,-93.1754377915746,NaN]","[44.9928500247595,44.9928500247595,44.9928440247595,44.9928440247595,44.9928500247595,NaN]",28,-93.17552654,44.99288467,-93.17545154,44.99287867
29,"[-93.1754379998706,44.9928360980211;-93.1753629998706,44.9928420980211]","[-93.1754379998706,-93.1753629998706,-93.1753629998706,-93.1754379998706,-93.1754379998706,NaN]","[44.9928420980211,44.9928420980211,44.9928360980211,44.9928360980211,44.9928420980211,NaN]",29,-93.17552654,44.99287867,-93.17545154,44.99287267
30,"[-93.1754402911271,44.9928298897250;-93.1753652911271,44.9928358897250]","[-93.1754402911271,-93.1753652911271,-93.1753652911271,-93.1754402911271,-93.1754402911271,NaN]","[44.9928358897250,44.9928358897250,44.9928298897250,44.9928298897250,44.9928358897250,NaN]",30,-93.17552654,44.99287267,-93.17545154,44.99286667
31,"[-93.1754388330548,44.9928230565409;-93.1753638330548,44.9928290565409]","[-93.1754388330548,-93.1753638330548,-93.1753638330548,-93.1754388330548,-93.1754388330548,NaN]","[44.9928290565409,44.9928290565409,44.9928230565409,44.9928230565409,44.9928290565409,NaN]",31,-93.17552654,44.99286667,-93.17545154,44.99286067
32,"[-93.1754388330548,44.9928168482448;-93.1753638330548,44.9928228482448]","[-93.1754388330548,-93.1753638330548,-93.1753638330548,-93.1754388330548,-93.1754388330548,NaN]","[44.9928228482448,44.9928228482448,44.9928168482448,44.9928168482448,44.9928228482448,NaN]",32,-93.17552654,44.99286067,-93.17545154,44.99285467
33,"[-93.1754415409033,44.9928102233567;-93.1753665409033,44.9928162233567]","[-93.1754415409033,-93.1753665409033,-93.1753665409033,-93.1754415409033,-93.1754415409033,NaN]","[44.9928162233567,44.9928162233567,44.9928102233567,44.9928102233567,44.9928162233567,NaN]",33,-93.17552654,44.99285467,-93.17545154,44.99284867
34,"[-93.1754442487518,44.9928029735805;-93.1753692487519,44.9928089735805]","[-93.1754442487518,-93.1753692487519,-93.1753692487519,-93.1754442487518,-93.1754442487518,NaN]","[44.9928089735805,44.9928089735805,44.9928029735805,44.9928029735805,44.9928089735805,NaN]",34,-93.17552654,44.99284867,-93.17545154,44.99284267
35,"[-93.1754417491994,44.9927963486923;-93.1753667491994,44.9928023486923]","[-93.1754417491994,-93.1753667491994,-93.1753667491994,-93.1754417491994,-93.1754417491994,NaN]","[44.9928023486923,44.9928023486923,44.9927963486923,44.9927963486923,44.9928023486923,NaN]",35,-93.17552654,44.99284267,-93.17545154,44.99283667
36,"[-93.1754373749825,44.9927897238042;-93.1753623749825,44.9927957238042]","[-93.1754373749825,-93.1753623749825,-93.1753623749825,-93.1754373749825,-93.1754373749825,NaN]","[44.9927957238042,44.9927957238042,44.9927897238042,44.9927897238042,44.9927957238042,NaN]",36,-93.17552654,44.99283667,-93.17545154,44.99283067
37,"[-93.1754402911271,44.9927824740280;-93.1753652911271,44.9927884740280]","[-93.1754402911271,-93.1753652911271,-93.1753652911271,-93.1754402911271,-93.1754402911271,NaN]","[44.9927884740280,44.9927884740280,44.9927824740280,44.9927824740280,44.9927884740280,NaN]",37,-93.17552654,44.99283067,-93.17545154,44.99282467
38,"[-93.1754394579429,44.9927754325478;-93.1753644579429,44.9927814325478]","[-93.1754394579429,-93.1753644579429,-93.1753644579429,-93.1754394579429,-93.1754394579429,NaN]","[44.9927814325478,44.9927814325478,44.9927754325478,44.9927754325478,44.9927814325478,NaN]",38,-93.17552654,44.99282467,-93.17545154,44.99281867
39,"[-93.1754375832786,44.9927694325478;-93.1753625832786,44.9927754325478]","[-93.1754375832786,-93.1753625832786,-93.1753625832786,-93.1754375832786,-93.1754375832786,NaN]","[44.9927754325478,44.9927754325478,44.9927694325478,44.9927694325478,44.9927754325478,NaN]",39,-93.17552654,44.99281867,-93.17545154,44.99281267
40,"[-93.1754386247588,44.9927628076596;-93.1753636247588,44.9927688076596]","[-93.1754386247588,-93.1753636247588,-93.1753636247588,-93.1754386247588,-93.1754386247588,NaN]","[44.9927688076596,44.9927688076596,44.9927628076596,44.9927628076596,44.9927688076596,NaN]",40,-93.17552654,44.99281267,-93.17545154,44.99280667
41,"[-93.1754400828311,44.9927555578834;-93.1753650828311,44.9927615578834]","[-93.1754400828311,-93.1753650828311,-93.1753650828311,-93.1754400828311,-93.1754400828311,NaN]","[44.9927615578834,44.9927615578834,44.9927555578834,44.9927555578834,44.9927615578834,NaN]",41,-93.17552654,44.99280667,-93.17545154,44.99280067
42,"[-93.1754388330548,44.9927491412913;-93.1753638330548,44.9927551412913]","[-93.1754388330548,-93.1753638330548,-93.1753638330548,-93.1754388330548,-93.1754388330548,NaN]","[44.9927551412913,44.9927551412913,44.9927491412913,44.9927491412913,44.9927551412913,NaN]",42,-93.17552654,44.99280067,-93.17545154,44.99279467
43,"[-93.1754367500944,44.9927416832190;-93.1753617500944,44.9927476832190]","[-93.1754367500944,-93.1753617500944,-93.1753617500944,-93.1754367500944,-93.1754367500944,NaN]","[44.9927476832190,44.9927476832190,44.9927416832190,44.9927416832190,44.9927476832190,NaN]",43,-93.17552654,44.99279467,-93.17545154,44.99278867
44,"[-93.1754390413508,44.9927350583309;-93.1753640413509,44.9927410583309]","[-93.1754390413508,-93.1753640413509,-93.1753640413509,-93.1754390413508,-93.1754390413508,NaN]","[44.9927410583309,44.9927410583309,44.9927350583309,44.9927350583309,44.9927410583309,NaN]",44,-93.17552654,44.99278867,-93.17545154,44.99278267
45,"[-93.1754377915746,44.9927276002586;-93.1753627915746,44.9927336002586]","[-93.1754377915746,-93.1753627915746,-93.1753627915746,-93.1754377915746,-93.1754377915746,NaN]","[44.9927336002586,44.9927336002586,44.9927276002586,44.9927276002586,44.9927336002586,NaN]",45,-93.17552654,44.99278267,-93.17545154,44.99277667
46,"[-93.1754404994231,44.9927216002586;-93.1753654994231,44.9927276002586]","[-93.1754404994231,-93.1753654994231,-93.1753654994231,-93.1754404994231,-93.1754404994231,NaN]","[44.9927276002586,44.9927276002586,44.9927216002586,44.9927216002586,44.9927276002586,NaN]",46,-93.17552654,44.99277667,-93.17545154,44.99277067
47,"[-93.1754407077192,44.9927151836665;-93.1753657077192,44.9927211836665]","[-93.1754407077192,-93.1753657077192,-93.1753657077192,-93.1754407077192,-93.1754407077192,NaN]","[44.9927211836665,44.9927211836665,44.9927151836665,44.9927151836665,44.9927211836665,NaN]",47,-93.17552654,44.99277067,-93.17545154,44.99276467
48,"[-93.1754409160152,44.9927085587784;-93.1753659160152,44.9927145587784]","[-93.1754409160152,-93.1753659160152,-93.1753659160152,-93.1754409160152,-93.1754409160152,NaN]","[44.9927145587784,44.9927145587784,44.9927085587784,44.9927085587784,44.9927145587784,NaN]",48,-93.17552654,44.99276467,-93.17545154,44.99275867
49,"[-93.1753648745350,44.9930272188816;-93.1752898745350,44.9930332188816]","[-93.1753648745350,-93.1752898745350,-93.1752898745350,-93.1753648745350,-93.1753648745350,NaN]","[44.9930332188816,44.9930332188816,44.9930272188816,44.9930272188816,44.9930332188816,NaN]",64,-93.17545154,44.99304667,-93.17537654,44.99304067
50,"[-93.1753657077192,44.9930210105856;-93.1752907077192,44.9930270105856]","[-93.1753657077192,-93.1752907077192,-93.1752907077192,-93.1753657077192,-93.1753657077192,NaN]","[44.9930270105856,44.9930270105856,44.9930210105856,44.9930210105856,44.9930270105856,NaN]",65,-93.17545154,44.99304067,-93.17537654,44.99303467
51,"[-93.1753644579429,44.9930141774014;-93.1752894579429,44.9930201774014]","[-93.1753644579429,-93.1752894579429,-93.1752894579429,-93.1753644579429,-93.1753644579429,NaN]","[44.9930201774014,44.9930201774014,44.9930141774014,44.9930141774014,44.9930201774014,NaN]",66,-93.17545154,44.99303467,-93.17537654,44.99302867
52,"[-93.1753652911271,44.9930075525133;-93.1752902911271,44.9930135525133]","[-93.1753652911271,-93.1752902911271,-93.1752902911271,-93.1753652911271,-93.1753652911271,NaN]","[44.9930135525133,44.9930135525133,44.9930075525133,44.9930075525133,44.9930135525133,NaN]",67,-93.17545154,44.99302867,-93.17537654,44.99302267
53,"[-93.1753654994231,44.9930000944410;-93.1752904994231,44.9930060944410]","[-93.1753654994231,-93.1752904994231,-93.1752904994231,-93.1753654994231,-93.1753654994231,NaN]","[44.9930060944410,44.9930060944410,44.9930000944410,44.9930000944410,44.9930060944410,NaN]",68,-93.17545154,44.99302267,-93.17537654,44.99301667
54,"[-93.1753663326073,44.9929930529608;-93.1752913326073,44.9929990529608]","[-93.1753663326073,-93.1752913326073,-93.1752913326073,-93.1753663326073,-93.1753663326073,NaN]","[44.9929990529608,44.9929990529608,44.9929930529608,44.9929930529608,44.9929990529608,NaN]",69,-93.17545154,44.99301667,-93.17537654,44.99301067
55,"[-93.1753646662390,44.9929862197766;-93.1752896662390,44.9929922197766]","[-93.1753646662390,-93.1752896662390,-93.1752896662390,-93.1753646662390,-93.1753646662390,NaN]","[44.9929922197766,44.9929922197766,44.9929862197766,44.9929862197766,44.9929922197766,NaN]",70,-93.17545154,44.99301067,-93.17537654,44.99300467
56,"[-93.1753652911271,44.9929793865925;-93.1752902911271,44.9929853865925]","[-93.1753652911271,-93.1752902911271,-93.1752902911271,-93.1753652911271,-93.1753652911271,NaN]","[44.9929853865925,44.9929853865925,44.9929793865925,44.9929793865925,44.9929853865925,NaN]",71,-93.17545154,44.99300467,-93.17537654,44.99299867
57,"[-93.1753659160152,44.9929729700004;-93.1752909160152,44.9929789700004]","[-93.1753659160152,-93.1752909160152,-93.1752909160152,-93.1753659160152,-93.1753659160152,NaN]","[44.9929789700004,44.9929789700004,44.9929729700004,44.9929729700004,44.9929789700004,NaN]",72,-93.17545154,44.99299867,-93.17537654,44.99299267
58,"[-93.1753665409033,44.9929663451123;-93.1752915409033,44.9929723451123]","[-93.1753665409033,-93.1752915409033,-93.1752915409033,-93.1753665409033,-93.1753665409033,NaN]","[44.9929723451123,44.9929723451123,44.9929663451123,44.9929663451123,44.9929723451123,NaN]",73,-93.17545154,44.99299267,-93.17537654,44.99298667
59,"[-93.1753636247588,44.9929590953360;-93.1752886247588,44.9929650953360]","[-93.1753636247588,-93.1752886247588,-93.1752886247588,-93.1753636247588,-93.1753636247588,NaN]","[44.9929650953360,44.9929650953360,44.9929590953360,44.9929590953360,44.9929650953360,NaN]",74,-93.17545154,44.99298667,-93.17537654,44.99298067
60,"[-93.1753665409033,44.9929526787439;-93.1752915409033,44.9929586787439]","[-93.1753665409033,-93.1752915409033,-93.1752915409033,-93.1753665409033,-93.1753665409033,NaN]","[44.9929586787439,44.9929586787439,44.9929526787439,44.9929526787439,44.9929586787439,NaN]",75,-93.17545154,44.99298067,-93.17537654,44.99297467
61,"[-93.1753671657914,44.9929452206716;-93.1752921657915,44.9929512206716]","[-93.1753671657914,-93.1752921657915,-93.1752921657915,-93.1753671657914,-93.1753671657914,NaN]","[44.9929512206716,44.9929512206716,44.9929452206716,44.9929452206716,44.9929512206716,NaN]",76,-93.17545154,44.99297467,-93.17537654,44.99296867
62,"[-93.1753667491994,44.9929385957835;-93.1752917491994,44.9929445957835]","[-93.1753667491994,-93.1752917491994,-93.1752917491994,-93.1753667491994,-93.1753667491994,NaN]","[44.9929445957835,44.9929445957835,44.9929385957835,44.9929385957835,44.9929445957835,NaN]",77,-93.17545154,44.99296867,-93.17537654,44.99296267
63,"[-93.1753663326073,44.9929325957835;-93.1752913326073,44.9929385957835]","[-93.1753663326073,-93.1752913326073,-93.1752913326073,-93.1753663326073,-93.1753663326073,NaN]","[44.9929385957835,44.9929385957835,44.9929325957835,44.9929325957835,44.9929385957835,NaN]",78,-93.17545154,44.99296267,-93.17537654,44.99295667
64,"[-93.1753629998706,44.9929259708954;-93.1752879998706,44.9929319708954]","[-93.1753629998706,-93.1752879998706,-93.1752879998706,-93.1753629998706,-93.1753629998706,NaN]","[44.9929319708954,44.9929319708954,44.9929259708954,44.9929259708954,44.9929319708954,NaN]",79,-93.17545154,44.99295667,-93.17537654,44.99295067
65,"[-93.1753667491994,44.9929187211191;-93.1752917491994,44.9929247211191]","[-93.1753667491994,-93.1752917491994,-93.1752917491994,-93.1753667491994,-93.1753667491994,NaN]","[44.9929247211191,44.9929247211191,44.9929187211191,44.9929187211191,44.9929247211191,NaN]",80,-93.17545154,44.99295067,-93.17537654,44.99294467
66,"[-93.1753675823835,44.9929114713429;-93.1752925823835,44.9929174713429]","[-93.1753675823835,-93.1752925823835,-93.1752925823835,-93.1753675823835,-93.1753675823835,NaN]","[44.9929174713429,44.9929174713429,44.9929114713429,44.9929114713429,44.9929174713429,NaN]",81,-93.17545154,44.99294467,-93.17537654,44.99293867
67,"[-93.1753642496469,44.9929048464548;-93.1752892496469,44.9929108464548]","[-93.1753642496469,-93.1752892496469,-93.1752892496469,-93.1753642496469,-93.1753642496469,NaN]","[44.9929108464548,44.9929108464548,44.9929048464548,44.9929048464548,44.9929108464548,NaN]",82,-93.17545154,44.99293867,-93.17537654,44.99293267
68,"[-93.1753629998706,44.9928986381587;-93.1752879998707,44.9929046381587]","[-93.1753629998706,-93.1752879998707,-93.1752879998707,-93.1753629998706,-93.1753629998706,NaN]","[44.9929046381587,44.9929046381587,44.9928986381587,44.9928986381587,44.9929046381587,NaN]",83,-93.17545154,44.99293267,-93.17537654,44.99292667
69,"[-93.1753646662390,44.9928913883825;-93.1752896662390,44.9928973883825]","[-93.1753646662390,-93.1752896662390,-93.1752896662390,-93.1753646662390,-93.1753646662390,NaN]","[44.9928973883825,44.9928973883825,44.9928913883825,44.9928913883825,44.9928973883825,NaN]",84,-93.17545154,44.99292667,-93.17537654,44.99292067
70,"[-93.1753636247588,44.9928841386063;-93.1752886247588,44.9928901386063]","[-93.1753636247588,-93.1752886247588,-93.1752886247588,-93.1753636247588,-93.1753636247588,NaN]","[44.9928901386063,44.9928901386063,44.9928841386063,44.9928841386063,44.9928901386063,NaN]",85,-93.17545154,44.99292067,-93.17537654,44.99291467
71,"[-93.1753625832786,44.9928779303102;-93.1752875832786,44.9928839303102]","[-93.1753625832786,-93.1752875832786,-93.1752875832786,-93.1753625832786,-93.1753625832786,NaN]","[44.9928839303102,44.9928839303102,44.9928779303102,44.9928779303102,44.9928839303102,NaN]",86,-93.17545154,44.99291467,-93.17537654,44.99290867
72,"[-93.1753627915746,44.9928710971261;-93.1752877915746,44.9928770971261]","[-93.1753627915746,-93.1752877915746,-93.1752877915746,-93.1753627915746,-93.1753627915746,NaN]","[44.9928770971261,44.9928770971261,44.9928710971261,44.9928710971261,44.9928770971261,NaN]",87,-93.17545154,44.99290867,-93.17537654,44.99290267
73,"[-93.1753648745350,44.9928640556458;-93.1752898745350,44.9928700556458]","[-93.1753648745350,-93.1752898745350,-93.1752898745350,-93.1753648745350,-93.1753648745350,NaN]","[44.9928700556458,44.9928700556458,44.9928640556458,44.9928640556458,44.9928700556458,NaN]",88,-93.17545154,44.99290267,-93.17537654,44.99289667
74,"[-93.1753652911271,44.9928570141656;-93.1752902911271,44.9928630141656]","[-93.1753652911271,-93.1752902911271,-93.1752902911271,-93.1753652911271,-93.1753652911271,NaN]","[44.9928630141656,44.9928630141656,44.9928570141656,44.9928570141656,44.9928630141656,NaN]",89,-93.17545154,44.99289667,-93.17537654,44.99289067
75,"[-93.1753652911271,44.9928501809815;-93.1752902911271,44.9928561809815]","[-93.1753652911271,-93.1752902911271,-93.1752902911271,-93.1753652911271,-93.1753652911271,NaN]","[44.9928561809815,44.9928561809815,44.9928501809815,44.9928501809815,44.9928561809815,NaN]",90,-93.17545154,44.99289067,-93.17537654,44.99288467
76,"[-93.1753621666865,44.9928433477973;-93.1752871666865,44.9928493477973]","[-93.1753621666865,-93.1752871666865,-93.1752871666865,-93.1753621666865,-93.1753621666865,NaN]","[44.9928493477973,44.9928493477973,44.9928433477973,44.9928433477973,44.9928493477973,NaN]",91,-93.17545154,44.99288467,-93.17537654,44.99287867
77,"[-93.1753629998706,44.9928369312052;-93.1752879998706,44.9928429312052]","[-93.1753629998706,-93.1752879998706,-93.1752879998706,-93.1753629998706,-93.1753629998706,NaN]","[44.9928429312052,44.9928429312052,44.9928369312052,44.9928369312052,44.9928429312052,NaN]",92,-93.17545154,44.99287867,-93.17537654,44.99287267
78,"[-93.1753634164627,44.9928300980211;-93.1752884164627,44.9928360980211]","[-93.1753634164627,-93.1752884164627,-93.1752884164627,-93.1753634164627,-93.1753634164627,NaN]","[44.9928360980211,44.9928360980211,44.9928300980211,44.9928300980211,44.9928360980211,NaN]",93,-93.17545154,44.99287267,-93.17537654,44.99286667
79,"[-93.1753632081667,44.9928230565409;-93.1752882081667,44.9928290565409]","[-93.1753632081667,-93.1752882081667,-93.1752882081667,-93.1753632081667,-93.1753632081667,NaN]","[44.9928290565409,44.9928290565409,44.9928230565409,44.9928230565409,44.9928290565409,NaN]",94,-93.17545154,44.99286667,-93.17537654,44.99286067
80,"[-93.1753634164627,44.9928160150607;-93.1752884164627,44.9928220150607]","[-93.1753634164627,-93.1752884164627,-93.1752884164627,-93.1753634164627,-93.1753634164627,NaN]","[44.9928220150607,44.9928220150607,44.9928160150607,44.9928160150607,44.9928220150607,NaN]",95,-93.17545154,44.99286067,-93.17537654,44.99285467
81,"[-93.1753648745350,44.9928093901725;-93.1752898745350,44.9928153901725]","[-93.1753648745350,-93.1752898745350,-93.1752898745350,-93.1753648745350,-93.1753648745350,NaN]","[44.9928153901725,44.9928153901725,44.9928093901725,44.9928093901725,44.9928153901725,NaN]",96,-93.17545154,44.99285467,-93.17537654,44.99284867
82,"[-93.1753684155677,44.9928027652844;-93.1752934155677,44.9928087652844]","[-93.1753684155677,-93.1752934155677,-93.1752934155677,-93.1753684155677,-93.1753684155677,NaN]","[44.9928087652844,44.9928087652844,44.9928027652844,44.9928027652844,44.9928087652844,NaN]",97,-93.17545154,44.99284867,-93.17537654,44.99284267
83,"[-93.1753652911271,44.9927955155082;-93.1752902911271,44.9928015155082]","[-93.1753652911271,-93.1752902911271,-93.1752902911271,-93.1753652911271,-93.1753652911271,NaN]","[44.9928015155082,44.9928015155082,44.9927955155082,44.9927955155082,44.9928015155082,NaN]",98,-93.17545154,44.99284267,-93.17537654,44.99283667
84,"[-93.1753605003181,44.9927890989161;-93.1752855003181,44.9927950989161]","[-93.1753605003181,-93.1752855003181,-93.1752855003181,-93.1753605003181,-93.1753605003181,NaN]","[44.9927950989161,44.9927950989161,44.9927890989161,44.9927890989161,44.9927950989161,NaN]",99,-93.17545154,44.99283667,-93.17537654,44.99283067
85,"[-93.1753634164627,44.9927826823240;-93.1752884164627,44.9927886823240]","[-93.1753634164627,-93.1752884164627,-93.1752884164627,-93.1753634164627,-93.1753634164627,NaN]","[44.9927886823240,44.9927886823240,44.9927826823240,44.9927826823240,44.9927886823240,NaN]",100,-93.17545154,44.99283067,-93.17537654,44.99282467
