Fields,BoundingBox,X,Y,id,left,top,right,bottom
167,"[-93.1731653687831,44.9939320320578;-93.1730903687831,44.9939390320578]","[-93.1731653687831,-93.1730903687831,-93.1730903687831,-93.1731653687831,-93.1731653687831,NaN]","[44.9939390320578,44.9939390320578,44.9939320320578,44.9939320320578,44.9939390320578,NaN]",170,-93.17317304,44.99394482,44.99394482,44.99393782
168,"[-93.1731657591798,44.9939250766165;-93.1730907591798,44.9939320766165]","[-93.1731657591798,-93.1730907591798,-93.1730907591798,-93.1731657591798,-93.1731657591798,NaN]","[44.9939320766165,44.9939320766165,44.9939250766165,44.9939250766165,44.9939320766165,NaN]",171,-93.17317304,44.99393782,44.99393782,44.99393082
169,"[-93.1731726530372,44.9939181147046;-93.1730976530373,44.9939251147046]","[-93.1731726530372,-93.1730976530373,-93.1730976530373,-93.1731726530372,-93.1731726530372,NaN]","[44.9939251147046,44.9939251147046,44.9939181147046,44.9939181147046,44.9939251147046,NaN]",172,-93.17317304,44.99393082,44.99393082,44.99392382
170,"[-93.1731725658154,44.9939110320580;-93.1730975658154,44.9939180320580]","[-93.1731725658154,-93.1730975658154,-93.1730975658154,-93.1731725658154,-93.1731725658154,NaN]","[44.9939180320580,44.9939180320580,44.9939110320580,44.9939110320580,44.9939180320580,NaN]",173,-93.17317304,44.99392382,44.99392382,44.99391682
171,"[-93.1731659284605,44.9939034908352;-93.1730909284605,44.9939104908352]","[-93.1731659284605,-93.1730909284605,-93.1730909284605,-93.1731659284605,-93.1731659284605,NaN]","[44.9939104908352,44.9939104908352,44.9939034908352,44.9939034908352,44.9939104908352,NaN]",174,-93.17317304,44.99391682,44.99391682,44.99390982
172,"[-93.1731659133044,44.9938966611705;-93.1730909133045,44.9939036611705]","[-93.1731659133044,-93.1730909133045,-93.1730909133045,-93.1731659133044,-93.1731659133044,NaN]","[44.9939036611705,44.9939036611705,44.9938966611705,44.9938966611705,44.9939036611705,NaN]",175,-93.17317304,44.99390982,44.99390982,44.99390282
173,"[-93.1731734793236,44.9938901442032;-93.1730984793236,44.9938971442032]","[-93.1731734793236,-93.1730984793236,-93.1730984793236,-93.1731734793236,-93.1731734793236,NaN]","[44.9938971442032,44.9938971442032,44.9938901442032,44.9938901442032,44.9938971442032,NaN]",176,-93.17317304,44.99390282,44.99390282,44.99389582
174,"[-93.1731735417465,44.9938830459352;-93.1730985417465,44.9938900459352]","[-93.1731735417465,-93.1730985417465,-93.1730985417465,-93.1731735417465,-93.1731735417465,NaN]","[44.9938900459352,44.9938900459352,44.9938830459352,44.9938830459352,44.9938900459352,NaN]",177,-93.17317304,44.99389582,44.99389582,44.99388882
175,"[-93.1731663084011,44.9938757658153;-93.1730913084011,44.9938827658153]","[-93.1731663084011,-93.1730913084011,-93.1730913084011,-93.1731663084011,-93.1731663084011,NaN]","[44.9938827658153,44.9938827658153,44.9938757658153,44.9938757658153,44.9938827658153,NaN]",178,-93.17317304,44.99388882,44.99388882,44.99388182
176,"[-93.1731662751349,44.9938683522646;-93.1730912751349,44.9938753522646]","[-93.1731662751349,-93.1730912751349,-93.1730912751349,-93.1731662751349,-93.1731662751349,NaN]","[44.9938753522646,44.9938753522646,44.9938683522646,44.9938683522646,44.9938753522646,NaN]",179,-93.17317304,44.99388182,44.99388182,44.99387482
177,"[-93.1731738497485,44.9938611553563;-93.1730988497485,44.9938681553563]","[-93.1731738497485,-93.1730988497485,-93.1730988497485,-93.1731738497485,-93.1731738497485,NaN]","[44.9938681553563,44.9938681553563,44.9938611553563,44.9938611553563,44.9938681553563,NaN]",180,-93.17317304,44.99387482,44.99387482,44.99386782
178,"[-93.1731715199348,44.9938542798532;-93.1730965199348,44.9938612798532]","[-93.1731715199348,-93.1730965199348,-93.1730965199348,-93.1731715199348,-93.1731715199348,NaN]","[44.9938612798532,44.9938612798532,44.9938542798532,44.9938542798532,44.9938612798532,NaN]",181,-93.17317304,44.99386782,44.99386782,44.99386082
179,"[-93.1731660482611,44.9938474291277;-93.1730910482611,44.9938544291277]","[-93.1731660482611,-93.1730910482611,-93.1730910482611,-93.1731660482611,-93.1731660482611,NaN]","[44.9938544291277,44.9938544291277,44.9938474291277,44.9938474291277,44.9938544291277,NaN]",182,-93.17317304,44.99386082,44.99386082,44.99385382
180,"[-93.1731660543615,44.9938405677265;-93.1730910543615,44.9938475677265]","[-93.1731660543615,-93.1730910543615,-93.1730910543615,-93.1731660543615,-93.1731660543615,NaN]","[44.9938475677265,44.9938475677265,44.9938405677265,44.9938405677265,44.9938475677265,NaN]",183,-93.17317304,44.99385382,44.99385382,44.99384682
181,"[-93.1731735100120,44.9938339475440;-93.1730985100120,44.9938409475440]","[-93.1731735100120,-93.1730985100120,-93.1730985100120,-93.1731735100120,-93.1731735100120,NaN]","[44.9938409475440,44.9938409475440,44.9938339475440,44.9938339475440,44.9938409475440,NaN]",184,-93.17317304,44.99384682,44.99384682,44.99383982
182,"[-93.1731732430277,44.9938269722469;-93.1730982430277,44.9938339722469]","[-93.1731732430277,-93.1730982430277,-93.1730982430277,-93.1731732430277,-93.1731732430277,NaN]","[44.9938339722469,44.9938339722469,44.9938269722469,44.9938269722469,44.9938339722469,NaN]",185,-93.17317304,44.99383982,44.99383982,44.99383282
183,"[-93.1731662733665,44.9938201245965;-93.1730912733665,44.9938271245965]","[-93.1731662733665,-93.1730912733665,-93.1730912733665,-93.1731662733665,-93.1731662733665,NaN]","[44.9938271245965,44.9938271245965,44.9938201245965,44.9938201245965,44.9938271245965,NaN]",186,-93.17317304,44.99383282,44.99383282,44.99382582
184,"[-93.1731663765822,44.9938130960313;-93.1730913765822,44.9938200960313]","[-93.1731663765822,-93.1730913765822,-93.1730913765822,-93.1731663765822,-93.1731663765822,NaN]","[44.9938200960313,44.9938200960313,44.9938130960313,44.9938130960313,44.9938200960313,NaN]",187,-93.17317304,44.99382582,44.99382582,44.99381882
185,"[-93.1731726412492,44.9938060518426;-93.1730976412492,44.9938130518426]","[-93.1731726412492,-93.1730976412492,-93.1730976412492,-93.1731726412492,-93.1731726412492,NaN]","[44.9938130518426,44.9938130518426,44.9938060518426,44.9938060518426,44.9938130518426,NaN]",188,-93.17317304,44.99381882,44.99381882,44.99381182
186,"[-93.1731726587679,44.9937990246781;-93.1730976587679,44.9938060246781]","[-93.1731726587679,-93.1730976587679,-93.1730976587679,-93.1731726587679,-93.1731726587679,NaN]","[44.9938060246781,44.9938060246781,44.9937990246781,44.9937990246781,44.9938060246781,NaN]",189,-93.17317304,44.99381182,44.99381182,44.99380482
187,"[-93.1731653642100,44.9937922845747;-93.1730903642100,44.9937992845747]","[-93.1731653642100,-93.1730903642100,-93.1730903642100,-93.1731653642100,-93.1731653642100,NaN]","[44.9937992845747,44.9937992845747,44.9937922845747,44.9937922845747,44.9937992845747,NaN]",190,-93.17317304,44.99380482,44.99380482,44.99379782
188,"[-93.1731653196906,44.9937853717967;-93.1730903196906,44.9937923717967]","[-93.1731653196906,-93.1730903196906,-93.1730903196906,-93.1731653196906,-93.1731653196906,NaN]","[44.9937923717967,44.9937923717967,44.9937853717967,44.9937853717967,44.9937923717967,NaN]",191,-93.17317304,44.99379782,44.99379782,44.99379082
189,"[-93.1731748256823,44.9937784409085;-93.1730998256823,44.9937854409085]","[-93.1731748256823,-93.1730998256823,-93.1730998256823,-93.1731748256823,-93.1731748256823,NaN]","[44.9937854409085,44.9937854409085,44.9937784409085,44.9937784409085,44.9937854409085,NaN]",192,-93.17317304,44.99379082,44.99379082,44.99378382
190,"[-93.1731748811635,44.9937714574931;-93.1730998811635,44.9937784574931]","[-93.1731748811635,-93.1730998811635,-93.1730998811635,-93.1731748811635,-93.1731748811635,NaN]","[44.9937784574931,44.9937784574931,44.9937714574931,44.9937714574931,44.9937784574931,NaN]",193,-93.17317304,44.99378382,44.99378382,44.99377682
191,"[-93.1731677452994,44.9937641319774;-93.1730927452994,44.9937711319774]","[-93.1731677452994,-93.1730927452994,-93.1730927452994,-93.1731677452994,-93.1731677452994,NaN]","[44.9937711319774,44.9937711319774,44.9937641319774,44.9937641319774,44.9937711319774,NaN]",194,-93.17317304,44.99377682,44.99377682,44.99376982
192,"[-93.1731658208236,44.9937572304935;-93.1730908208236,44.9937642304935]","[-93.1731658208236,-93.1730908208236,-93.1730908208236,-93.1731658208236,-93.1731658208236,NaN]","[44.9937642304935,44.9937642304935,44.9937572304935,44.9937572304935,44.9937642304935,NaN]",195,-93.17317304,44.99376982,44.99376982,44.99376282
193,"[-93.1731037084610,44.9940854832733;-93.1730287084610,44.9940924832733]","[-93.1731037084610,-93.1730287084610,-93.1730287084610,-93.1731037084610,-93.1731037084610,NaN]","[44.9940924832733,44.9940924832733,44.9940854832733,44.9940854832733,44.9940924832733,NaN]",197,-93.17309804,44.99409882,44.99409882,44.99409182
194,"[-93.1731031897041,44.9940789821789;-93.1730281897041,44.9940859821788]","[-93.1731031897041,-93.1730281897041,-93.1730281897041,-93.1731031897041,-93.1731031897041,NaN]","[44.9940859821788,44.9940859821788,44.9940789821789,44.9940789821789,44.9940859821788,NaN]",198,-93.17309804,44.99409182,44.99409182,44.99408482
195,"[-93.1730935104570,44.9940723998380;-93.1730185104570,44.9940793998380]","[-93.1730935104570,-93.1730185104570,-93.1730185104570,-93.1730935104570,-93.1730935104570,NaN]","[44.9940793998380,44.9940793998380,44.9940723998380,44.9940723998380,44.9940793998380,NaN]",199,-93.17309804,44.99408482,44.99408482,44.99407782
196,"[-93.1730921133216,44.9940656785564;-93.1730171133216,44.9940726785564]","[-93.1730921133216,-93.1730171133216,-93.1730171133216,-93.1730921133216,-93.1730921133216,NaN]","[44.9940726785564,44.9940726785564,44.9940656785564,44.9940656785564,44.9940726785564,NaN]",200,-93.17309804,44.99407782,44.99407782,44.99407082
197,"[-93.1731016432181,44.9940573143408;-93.1730266432181,44.9940643143408]","[-93.1731016432181,-93.1730266432181,-93.1730266432181,-93.1731016432181,-93.1731016432181,NaN]","[44.9940643143408,44.9940643143408,44.9940573143408,44.9940573143408,44.9940643143408,NaN]",201,-93.17309804,44.99407082,44.99407082,44.99406382
198,"[-93.1731007841322,44.9940509669965;-93.1730257841322,44.9940579669965]","[-93.1731007841322,-93.1730257841322,-93.1730257841322,-93.1731007841322,-93.1731007841322,NaN]","[44.9940579669965,44.9940579669965,44.9940509669965,44.9940509669965,44.9940579669965,NaN]",202,-93.17309804,44.99406382,44.99406382,44.99405682
199,"[-93.1730938367421,44.9940434447885;-93.1730188367421,44.9940504447885]","[-93.1730938367421,-93.1730188367421,-93.1730188367421,-93.1730938367421,-93.1730938367421,NaN]","[44.9940504447885,44.9940504447885,44.9940434447885,44.9940434447885,44.9940504447885,NaN]",203,-93.17309804,44.99405682,44.99405682,44.99404982
200,"[-93.1730938489428,44.9940363570997;-93.1730188489429,44.9940433570997]","[-93.1730938489428,-93.1730188489429,-93.1730188489429,-93.1730938489428,-93.1730938489428,NaN]","[44.9940433570997,44.9940433570997,44.9940363570997,44.9940363570997,44.9940433570997,NaN]",204,-93.17309804,44.99404982,44.99404982,44.99404282
201,"[-93.1730996644215,44.9940293842421;-93.1730246644215,44.9940363842421]","[-93.1730996644215,-93.1730246644215,-93.1730246644215,-93.1730996644215,-93.1730996644215,NaN]","[44.9940363842421,44.9940363842421,44.9940293842421,44.9940293842421,44.9940363842421,NaN]",205,-93.17309804,44.99404282,44.99404282,44.99403582
202,"[-93.1730995961569,44.9940225304915;-93.1730245961570,44.9940295304915]","[-93.1730995961569,-93.1730245961570,-93.1730245961570,-93.1730995961569,-93.1730995961569,NaN]","[44.9940295304915,44.9940295304915,44.9940225304915,44.9940225304915,44.9940295304915,NaN]",206,-93.17309804,44.99403582,44.99403582,44.99402882
203,"[-93.1730963844065,44.9940158897399;-93.1730213844065,44.9940228897399]","[-93.1730963844065,-93.1730213844065,-93.1730213844065,-93.1730963844065,-93.1730963844065,NaN]","[44.9940228897399,44.9940228897399,44.9940158897399,44.9940158897399,44.9940228897399,NaN]",207,-93.17309804,44.99402882,44.99402882,44.99402182
204,"[-93.1730932806334,44.9940087986294;-93.1730182806334,44.9940157986294]","[-93.1730932806334,-93.1730182806334,-93.1730182806334,-93.1730932806334,-93.1730932806334,NaN]","[44.9940157986294,44.9940157986294,44.9940087986294,44.9940087986294,44.9940157986294,NaN]",208,-93.17309804,44.99402182,44.99402182,44.99401482
205,"[-93.1730990702311,44.9940018191987;-93.1730240702311,44.9940088191987]","[-93.1730990702311,-93.1730240702311,-93.1730240702311,-93.1730990702311,-93.1730990702311,NaN]","[44.9940088191987,44.9940088191987,44.9940018191987,44.9940018191987,44.9940088191987,NaN]",209,-93.17309804,44.99401482,44.99401482,44.99400782
206,"[-93.1730991635535,44.9939948176736;-93.1730241635535,44.9940018176736]","[-93.1730991635535,-93.1730241635535,-93.1730241635535,-93.1730991635535,-93.1730991635535,NaN]","[44.9940018176736,44.9940018176736,44.9939948176736,44.9939948176736,44.9940018176736,NaN]",210,-93.17309804,44.99400782,44.99400782,44.99400082
207,"[-93.1730912772886,44.9939876603754;-93.1730162772886,44.9939946603754]","[-93.1730912772886,-93.1730162772886,-93.1730162772886,-93.1730912772886,-93.1730912772886,NaN]","[44.9939946603754,44.9939946603754,44.9939876603754,44.9939876603754,44.9939946603754,NaN]",211,-93.17309804,44.99400082,44.99400082,44.99399382
208,"[-93.1730909905733,44.9939809215764;-93.1730159905733,44.9939879215764]","[-93.1730909905733,-93.1730159905733,-93.1730159905733,-93.1730909905733,-93.1730909905733,NaN]","[44.9939879215764,44.9939879215764,44.9939809215764,44.9939809215764,44.9939879215764,NaN]",212,-93.17309804,44.99399382,44.99399382,44.99398682
209,"[-93.1730988192407,44.9939740732393;-93.1730238192407,44.9939810732393]","[-93.1730988192407,-93.1730238192407,-93.1730238192407,-93.1730988192407,-93.1730988192407,NaN]","[44.9939810732393,44.9939810732393,44.9939740732393,44.9939740732393,44.9939810732393,NaN]",213,-93.17309804,44.99398682,44.99398682,44.99397982
210,"[-93.1730987350689,44.9939671589362;-93.1730237350689,44.9939741589362]","[-93.1730987350689,-93.1730237350689,-93.1730237350689,-93.1730987350689,-93.1730987350689,NaN]","[44.9939741589362,44.9939741589362,44.9939671589362,44.9939671589362,44.9939741589362,NaN]",214,-93.17309804,44.99397982,44.99397982,44.99397282
211,"[-93.1730897103815,44.9939599829670;-93.1730147103815,44.9939669829670]","[-93.1730897103815,-93.1730147103815,-93.1730147103815,-93.1730897103815,-93.1730897103815,NaN]","[44.9939669829670,44.9939669829670,44.9939599829670,44.9939599829670,44.9939669829670,NaN]",215,-93.17309804,44.99397282,44.99397282,44.99396582
212,"[-93.1730894563409,44.9939532385327;-93.1730144563409,44.9939602385327]","[-93.1730894563409,-93.1730144563409,-93.1730144563409,-93.1730894563409,-93.1730894563409,NaN]","[44.9939602385327,44.9939602385327,44.9939532385327,44.9939532385327,44.9939602385327,NaN]",216,-93.17309804,44.99396582,44.99396582,44.99395882
213,"[-93.1730996426578,44.9939461316750;-93.1730246426578,44.9939531316750]","[-93.1730996426578,-93.1730246426578,-93.1730246426578,-93.1730996426578,-93.1730996426578,NaN]","[44.9939531316750,44.9939531316750,44.9939461316750,44.9939461316750,44.9939531316750,NaN]",217,-93.17309804,44.99395882,44.99395882,44.99395182
214,"[-93.1730981443409,44.9939391558860;-93.1730231443409,44.9939461558860]","[-93.1730981443409,-93.1730231443409,-93.1730231443409,-93.1730981443409,-93.1730981443409,NaN]","[44.9939461558860,44.9939461558860,44.9939391558860,44.9939391558860,44.9939461558860,NaN]",218,-93.17309804,44.99395182,44.99395182,44.99394482
215,"[-93.1730901652156,44.9939318406045;-93.1730151652156,44.9939388406045]","[-93.1730901652156,-93.1730151652156,-93.1730151652156,-93.1730901652156,-93.1730901652156,NaN]","[44.9939388406045,44.9939388406045,44.9939318406045,44.9939318406045,44.9939388406045,NaN]",219,-93.17309804,44.99394482,44.99394482,44.99393782
216,"[-93.1730900901447,44.9939248416628;-93.1730150901447,44.9939318416628]","[-93.1730900901447,-93.1730150901447,-93.1730150901447,-93.1730900901447,-93.1730900901447,NaN]","[44.9939318416628,44.9939318416628,44.9939248416628,44.9939248416628,44.9939318416628,NaN]",220,-93.17309804,44.99393782,44.99393782,44.99393082
217,"[-93.1730971350202,44.9939177681933;-93.1730221350202,44.9939247681933]","[-93.1730971350202,-93.1730221350202,-93.1730221350202,-93.1730971350202,-93.1730971350202,NaN]","[44.9939247681933,44.9939247681933,44.9939177681933,44.9939177681933,44.9939247681933,NaN]",221,-93.17309804,44.99393082,44.99393082,44.99392382
218,"[-93.1730970459016,44.9939108528320;-93.1730220459016,44.9939178528320]","[-93.1730970459016,-93.1730220459016,-93.1730220459016,-93.1730970459016,-93.1730970459016,NaN]","[44.9939178528320,44.9939178528320,44.9939108528320,44.9939108528320,44.9939178528320,NaN]",222,-93.17309804,44.99392382,44.99392382,44.99391682
219,"[-93.1730914251056,44.9939038287207;-93.1730164251056,44.9939108287207]","[-93.1730914251056,-93.1730164251056,-93.1730164251056,-93.1730914251056,-93.1730914251056,NaN]","[44.9939108287207,44.9939108287207,44.9939038287207,44.9939038287207,44.9939108287207,NaN]",223,-93.17309804,44.99391682,44.99391682,44.99390982
220,"[-93.1730910682221,44.9938967986294;-93.1730160682221,44.9939037986294]","[-93.1730910682221,-93.1730160682221,-93.1730160682221,-93.1730910682221,-93.1730910682221,NaN]","[44.9939037986294,44.9939037986294,44.9938967986294,44.9938967986294,44.9939037986294,NaN]",224,-93.17309804,44.99390982,44.99390982,44.99390282
221,"[-93.1731011380112,44.9938897986294;-93.1730261380112,44.9938967986294]","[-93.1731011380112,-93.1730261380112,-93.1730261380112,-93.1731011380112,-93.1731011380112,NaN]","[44.9938967986294,44.9938967986294,44.9938897986294,44.9938897986294,44.9938967986294,NaN]",225,-93.17309804,44.99390282,44.99390282,44.99389582
222,"[-93.1731007365627,44.9938829462791;-93.1730257365627,44.9938899462791]","[-93.1731007365627,-93.1730257365627,-93.1730257365627,-93.1731007365627,-93.1731007365627,NaN]","[44.9938899462791,44.9938899462791,44.9938829462791,44.9938829462791,44.9938899462791,NaN]",226,-93.17309804,44.99389582,44.99389582,44.99388882
223,"[-93.1730924892498,44.9938756047698;-93.1730174892498,44.9938826047698]","[-93.1730924892498,-93.1730174892498,-93.1730174892498,-93.1730924892498,-93.1730924892498,NaN]","[44.9938826047698,44.9938826047698,44.9938756047698,44.9938756047698,44.9938826047698,NaN]",227,-93.17309804,44.99388882,44.99388882,44.99388182
224,"[-93.1730909642224,44.9938687856857;-93.1730159642224,44.9938757856857]","[-93.1730909642224,-93.1730159642224,-93.1730159642224,-93.1730909642224,-93.1730909642224,NaN]","[44.9938757856857,44.9938757856857,44.9938687856857,44.9938687856857,44.9938757856857,NaN]",228,-93.17309804,44.99388182,44.99388182,44.99387482
225,"[-93.1730974633407,44.9938617335017;-93.1730224633407,44.9938687335017]","[-93.1730974633407,-93.1730224633407,-93.1730224633407,-93.1730974633407,-93.1730974633407,NaN]","[44.9938687335017,44.9938687335017,44.9938617335017,44.9938617335017,44.9938687335017,NaN]",229,-93.17309804,44.99387482,44.99387482,44.99386782
226,"[-93.1730972980473,44.9938547319766;-93.1730222980473,44.9938617319766]","[-93.1730972980473,-93.1730222980473,-93.1730222980473,-93.1730972980473,-93.1730972980473,NaN]","[44.9938617319766,44.9938617319766,44.9938547319766,44.9938547319766,44.9938617319766,NaN]",230,-93.17309804,44.99386782,44.99386782,44.99386082
227,"[-93.1730912974455,44.9938476478048;-93.1730162974455,44.9938546478048]","[-93.1730912974455,-93.1730162974455,-93.1730162974455,-93.1730912974455,-93.1730912974455,NaN]","[44.9938546478048,44.9938546478048,44.9938476478048,44.9938476478048,44.9938546478048,NaN]",231,-93.17309804,44.99386082,44.99386082,44.99385382
228,"[-93.1730908776107,44.9938406493299;-93.1730158776107,44.9938476493299]","[-93.1730908776107,-93.1730158776107,-93.1730158776107,-93.1730908776107,-93.1730908776107,NaN]","[44.9938476493299,44.9938476493299,44.9938406493299,44.9938406493299,44.9938476493299,NaN]",232,-93.17309804,44.99385382,44.99385382,44.99384682
229,"[-93.1730986312200,44.9938338420869;-93.1730236312200,44.9938408420869]","[-93.1730986312200,-93.1730236312200,-93.1730236312200,-93.1730986312200,-93.1730986312200,NaN]","[44.9938408420869,44.9938408420869,44.9938338420869,44.9938338420869,44.9938408420869,NaN]",233,-93.17309804,44.99384682,44.99384682,44.99383982
230,"[-93.1730984510807,44.9938267271990;-93.1730234510807,44.9938337271990]","[-93.1730984510807,-93.1730234510807,-93.1730234510807,-93.1730984510807,-93.1730984510807,NaN]","[44.9938337271990,44.9938337271990,44.9938267271990,44.9938267271990,44.9938337271990,NaN]",234,-93.17309804,44.99383982,44.99383982,44.99383282
231,"[-93.1730902240506,44.9938196789794;-93.1730152240506,44.9938266789794]","[-93.1730902240506,-93.1730152240506,-93.1730152240506,-93.1730902240506,-93.1730902240506,NaN]","[44.9938266789794,44.9938266789794,44.9938196789794,44.9938196789794,44.9938266789794,NaN]",235,-93.17309804,44.99383282,44.99383282,44.99382582
232,"[-93.1730902499890,44.9938131673301;-93.1730152499890,44.9938201673301]","[-93.1730902499890,-93.1730152499890,-93.1730152499890,-93.1730902499890,-93.1730902499890,NaN]","[44.9938201673301,44.9938201673301,44.9938131673301,44.9938131673301,44.9938201673301,NaN]",236,-93.17309804,44.99382582,44.99382582,44.99381882
233,"[-93.1730987288731,44.9938061049804;-93.1730237288731,44.9938131049804]","[-93.1730987288731,-93.1730237288731,-93.1730237288731,-93.1730987288731,-93.1730987288731,NaN]","[44.9938131049804,44.9938131049804,44.9938061049804,44.9938061049804,44.9938131049804,NaN]",237,-93.17309804,44.99381882,44.99381882,44.99381182
234,"[-93.1730976884045,44.9937989844921;-93.1730226884045,44.9938059844921]","[-93.1730976884045,-93.1730226884045,-93.1730226884045,-93.1730976884045,-93.1730976884045,NaN]","[44.9938059844921,44.9938059844921,44.9937989844921,44.9937989844921,44.9938059844921,NaN]",238,-93.17309804,44.99381182,44.99381182,44.99380482
235,"[-93.1730909218272,44.9937921722691;-93.1730159218272,44.9937991722691]","[-93.1730909218272,-93.1730159218272,-93.1730159218272,-93.1730909218272,-93.1730909218272,NaN]","[44.9937991722691,44.9937991722691,44.9937921722691,44.9937921722691,44.9937991722691,NaN]",239,-93.17309804,44.99380482,44.99380482,44.99379782
236,"[-93.1730914779900,44.9937854099266;-93.1730164779900,44.9937924099266]","[-93.1730914779900,-93.1730164779900,-93.1730164779900,-93.1730914779900,-93.1730914779900,NaN]","[44.9937924099266,44.9937924099266,44.9937854099266,44.9937854099266,44.9937924099266,NaN]",240,-93.17309804,44.99379782,44.99379782,44.99379082
237,"[-93.1730983892309,44.9937781891522;-93.1730233892309,44.9937851891522]","[-93.1730983892309,-93.1730233892309,-93.1730233892309,-93.1730983892309,-93.1730983892309,NaN]","[44.9937851891522,44.9937851891522,44.9937781891522,44.9937781891522,44.9937851891522,NaN]",241,-93.17309804,44.99379082,44.99379082,44.99378382
238,"[-93.1730972751708,44.9937712354825;-93.1730222751708,44.9937782354825]","[-93.1730972751708,-93.1730222751708,-93.1730222751708,-93.1730972751708,-93.1730972751708,NaN]","[44.9937782354825,44.9937782354825,44.9937712354825,44.9937712354825,44.9937782354825,NaN]",242,-93.17309804,44.99378382,44.99378382,44.99377682
239,"[-93.1730910405454,44.9937642833379;-93.1730160405454,44.9937712833379]","[-93.1730910405454,-93.1730160405454,-93.1730160405454,-93.1730910405454,-93.1730910405454,NaN]","[44.9937712833379,44.9937712833379,44.9937642833379,44.9937642833379,44.9937712833379,NaN]",243,-93.17309804,44.99377682,44.99377682,44.99376982
240,"[-93.1730900363931,44.9937573211795;-93.1730150363931,44.9937643211795]","[-93.1730900363931,-93.1730150363931,-93.1730150363931,-93.1730900363931,-93.1730900363931,NaN]","[44.9937643211795,44.9937643211795,44.9937573211795,44.9937573211795,44.9937643211795,NaN]",244,-93.17309804,44.99376982,44.99376982,44.99376282
241,"[-93.1730235878203,44.9940864946519;-93.1729485878203,44.9940934946519]","[-93.1730235878203,-93.1729485878203,-93.1729485878203,-93.1730235878203,-93.1730235878203,NaN]","[44.9940934946519,44.9940934946519,44.9940864946519,44.9940864946519,44.9940934946519,NaN]",246,-93.17302304,44.99409882,44.99409882,44.99409182
242,"[-93.1730214704717,44.9940794057024;-93.1729464704717,44.9940864057024]","[-93.1730214704717,-93.1729464704717,-93.1729464704717,-93.1730214704717,-93.1730214704717,NaN]","[44.9940864057024,44.9940864057024,44.9940794057024,44.9940794057024,44.9940864057024,NaN]",247,-93.17302304,44.99409182,44.99409182,44.99408482
243,"[-93.1730169994990,44.9940719401330;-93.1729419994991,44.9940789401329]","[-93.1730169994990,-93.1729419994991,-93.1729419994991,-93.1730169994990,-93.1730169994990,NaN]","[44.9940789401329,44.9940789401329,44.9940719401330,44.9940719401330,44.9940789401329,NaN]",248,-93.17302304,44.99408482,44.99408482,44.99407782
244,"[-93.1730170031985,44.9940651123905;-93.1729420031985,44.9940721123905]","[-93.1730170031985,-93.1729420031985,-93.1729420031985,-93.1730170031985,-93.1730170031985,NaN]","[44.9940721123905,44.9940721123905,44.9940651123905,44.9940651123905,44.9940721123905,NaN]",249,-93.17302304,44.99407782,44.99407782,44.99407082
245,"[-93.1730216490742,44.9940580317811;-93.1729466490742,44.9940650317811]","[-93.1730216490742,-93.1729466490742,-93.1729466490742,-93.1730216490742,-93.1730216490742,NaN]","[44.9940650317811,44.9940650317811,44.9940580317811,44.9940580317811,44.9940650317811,NaN]",250,-93.17302304,44.99407082,44.99407082,44.99406382
246,"[-93.1730234023787,44.9940507542448;-93.1729484023787,44.9940577542448]","[-93.1730234023787,-93.1729484023787,-93.1729484023787,-93.1730234023787,-93.1730234023787,NaN]","[44.9940577542448,44.9940577542448,44.9940507542448,44.9940507542448,44.9940577542448,NaN]",251,-93.17302304,44.99406382,44.99406382,44.99405682
247,"[-93.1730192907377,44.9940438957450;-93.1729442907377,44.9940508957450]","[-93.1730192907377,-93.1729442907377,-93.1729442907377,-93.1730192907377,-93.1730192907377,NaN]","[44.9940508957450,44.9940508957450,44.9940438957450,44.9940438957450,44.9940508957450,NaN]",252,-93.17302304,44.99405682,44.99405682,44.99404982
248,"[-93.1730178109608,44.9940368569323;-93.1729428109608,44.9940438569323]","[-93.1730178109608,-93.1729428109608,-93.1729428109608,-93.1730178109608,-93.1730178109608,NaN]","[44.9940438569323,44.9940438569323,44.9940368569323,44.9940368569323,44.9940438569323,NaN]",253,-93.17302304,44.99404982,44.99404982,44.99404282
249,"[-93.1730235167782,44.9940296411379;-93.1729485167782,44.9940366411379]","[-93.1730235167782,-93.1729485167782,-93.1729485167782,-93.1730235167782,-93.1730235167782,NaN]","[44.9940366411379,44.9940366411379,44.9940296411379,44.9940296411379,44.9940366411379,NaN]",254,-93.17302304,44.99404282,44.99404282,44.99403582
250,"[-93.1730201719180,44.9940228997538;-93.1729451719180,44.9940298997538]","[-93.1730201719180,-93.1729451719180,-93.1729451719180,-93.1730201719180,-93.1730201719180,NaN]","[44.9940298997538,44.9940298997538,44.9940228997538,44.9940228997538,44.9940298997538,NaN]",255,-93.17302304,44.99403582,44.99403582,44.99402882
251,"[-93.1730165993306,44.9940159366367;-93.1729415993306,44.9940229366367]","[-93.1730165993306,-93.1729415993306,-93.1729415993306,-93.1730165993306,-93.1730165993306,NaN]","[44.9940229366367,44.9940229366367,44.9940159366367,44.9940159366367,44.9940229366367,NaN]",256,-93.17302304,44.99402882,44.99402882,44.99402182
