12.526	13.034	11.282	10.629	11.774	12.325	12.923	13.416	11.981	13.385	14.131	13.56	15.311	13.823	13.289	14.348	15.047	13.959	12.492	13.802
5.647	5.5951	5.2548	5.9174	5.8417	6.1279	6.778	6.9376	6.5887	7.5595	7.1782	8.2031	10.995	8.5587	7.7044	7.1136	7.1503	6.9885	7.373	7.9712
5.155	4.9105	6.1466	6.1537	6.4305	6.2236	6.1146	6.0805	6.0732	6.1037	6.003	6.2014	5.9514	7.0314	7.3022	7.535	6.2563	7.1999	7.4709	7.9839
5.6576	6.337	7.8613	7.9575	8.1375	7.1228	6.6833	7.0108	6.308	6.2622	6.8909	6.5948	6.6742	7.2922	7.5073	7.5897	7.3563	7.4966	8.4137	6.4728
5.6695	5.4443	5.4077	7.5439	8.0353	7.7713	7.2495	7.016	6.9763	6.7825	7.6691	7.7118	6.6895	6.9351	7.3181	7.6324	7.5928	6.723	7.8644	6.9809
4.0195	4.462	5.0829	5.4242	5.759	5.1495	5.1836	5.5115	5.3778	6.6257	5.7068	5.7281	5.3433	5.9479	5.368	4.7974	5.1453	5.2832	5.8672	6.778
6.1203	7.0724	7.5378	6.7337	6.1935	5.2765	5.8533	5.5786	5.8502	6.4331	6.5262	5.8624	5.8258	5.6702	6.8192	5.2246	4.7958	4.825	4.6736	4.8294
6.2445	5.3986	5.3484	5.4191	5.4199	5.6946	5.8228	5.4426	5.2982	4.805	5.173	5.9271	5.4596	5.0998	5.5423	5.994	5.524	5.8825	6.3605	6.2085
7.9509	7.7691	5.8594	6.5265	7.2144	7.2952	6.7139	7.7591	7.872	7.9224	7.6538	7.9147	7.0114	6.8863	7.7972	8.7753	7.0694	5.3696	6.4606	7.2617
5.832	5.778	5.8324	5.5912	5.4576	4.9229	4.8607	5.8393	6.4597	5.8201	5.675	6.0822	5.2247	5.6825	6.4319	6.9096	5.5638	4.9256	5.788	6.15
5.3757	4.8401	5.7373	6.0028	6.1329	6.4575	6.0333	6.0501	6.2607	6.0333	6.0272	5.5679	5.5252	5.6168	5.5481	4.5624	5.1758	5.7587	5.6152	5.2338
5.3345	5.1678	5.5664	5.6793	6.0699	5.8899	5.8014	5.8884	6.2195	6.4148	6.2561	5.9006	6.1935	6.308	6.7444	5.3757	5.3467	6.1935	5.5145	5.9128
6.264	6.2918	4.7368	5.9943	6.2494	6.5997	6.3412	6.0352	6.3983	6.3792	6.6211	6.7801	5.9806	5.2351	5.6459	5.5774	5.4926	4.6582	5.636	5.5331
4.2313	3.5492	3.1097	3.7857	4.1748	4.6631	4.895	4.9438	4.4403	5.2994	4.9301	4.454	4.0955	3.9581	4.0955	4.1748	4.6097	4.0685	5.3513	5.0156
6.0041	6.2356	5.3996	5.7398	5.886	6.2315	7.0667	6.5367	5.7273	6.0471	6.7768	6.2705	6.316	7.5642	7.671	5.9809	4.0183	5.2128	5.4981	5.5323
6.0645	5.3931	5.1819	5.6216	5.1947	5.4849	5.5163	5.2615	5.1605	5.0568	5.1246	6.1951	5.7379	5.6274	5.8615	4.8802	4.4128	4.9289	5.5132	4.9719
9.1431	9.288	8.8226	9.4513	10.469	9.2926	9.552	10.059	9.346	8.7357	8.7891	9.2881	8.8501	8.7158	9.3536	8.4305	8.3878	6.8024	9.4493	9.6106
6.0959	5.1895	6.3232	5.8319	7.3914	6.8771	6.3965	5.9875	5.9677	5.2185	5.8731	5.2582	5.479	5.176	4.561	4.4206	4.554	3.6537	5.2261	5.3757
8.5159	8.7997	8.8104	8.9142	8.9905	10.699	10.126	9.7931	9.256	8.9661	8.8339	8.7433	8.4418	8.2231	7.9193	7.1838	7.9315	7.6767	8.136	8.2855
8.1819	7.9926	9.3202	9.1136	7.7514	8.2069	8.2756	8.527	7.8895	8.2127	8.5223	9.3054	8.368	7.2798	7.0497	5.463	6.8727	6.4155	6.3512	6.5217
